Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3274,EQPT OPR 1-16, 	1.00 ," 	56,060 "
9197,EQPT OPR 1-16, 	1.00 ," 	54,427 "
3874,WATERWKS OPR 2-16, 	1.00 ," 	78,081 "
12637,PUB WKS MAINT WKR 2-16, 	1.00 ," 	48,723 "
12626,MAINT MECH 2-16, 	1.00 ," 	57,247 "
3046,CROSS CONNECT CTRL INSPEC-16, 	1.00 ," 	74,536 "
2380,MAINT MECH 2-16, 	1.00 ," 	68,658 "
9200,PUB WKS MAINT WKR 2-16, 	1.00 ," 	49,921 "
1051,PUB WKS MAINT WKR 2-16, 	1.00 ," 	57,692 "
9015,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
1625,WATER UTIL OPR LDWKR-16, 	1.00 ," 	71,249 "
2695,WATER UTIL OPR LDWKR-16, 	1.00 ," 	70,602 "
9198,EQPT OPR 1-16, 	1.00 ," 	54,427 "
10499,EQPT OPR 1-16, 	1.00 ," 	52,979 "
3459,PUB WKS GEN SUPV-18, 	1.00 ," 	92,549 "
1583,WATER ONE CALL COORD-16, 	1.00 ," 	64,365 "
3050,EQPT OPR 3-16, 	1.00 ," 	65,826 "
9229,EQPT OPR 1-16, 	1.00 ," 	54,427 "
1832,EQPT OPR 3-16, 	1.00 ," 	62,299 "
10471,EQPT OPR 1-16, 	1.00 ," 	52,979 "
1345,PUB WKS MAINT WKR 3-16, 	1.00 ," 	64,365 "
3350,PUB WKS MAINT WKR 3-16, 	1.00 ," 	63,215 "
11257,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
10497,EQPT OPR 1-16, 	1.00 ," 	52,979 "
2543,WATER UTIL OPR LDWKR-16, 	1.00 ," 	65,854 "
1586,WATER UTIL OPR LDWKR-16, 	1.00 ," 	72,545 "
2242,PUB WKS GEN FORE-18, 	1.00 ," 	80,469 "
1962,PUB WKS GEN FORE-18, 	1.00 ," 	81,194 "
3176,EQPT OPR 3-16, 	1.00 ," 	65,826 "
1630,PUB WKS MAINT WKR 1-16, 	1.00 ," 	57,217 "
2494,EQPT OPR 3-16, 	1.00 ," 	64,650 "
10245,EQPT OPR 1-16, 	1.00 ," 	54,427 "
3181,WATER HYDRANT INSPEC-16, 	1.00 ," 	65,826 "
2483,WATER HYDRANT INSPEC-16, 	1.00 ," 	64,063 "
11622,PUB WKS MAINT WKR 1-16, 	1.00 ," 	47,125 "
3833,EQPT OPR 3-16, 	1.00 ," 	62,299 "
10371,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
1488,WATER ONE CALL COORD-16, 	1.00 ," 	60,917 "
1812,WATER UTIL OPR LDWKR-16, 	1.00 ," 	71,249 "
3752,WATER QUALITY SAMPLER 3-16, 	1.00 ," 	60,536 "
4045,PRINICPAL ENGR WATER-18, 	1.00 ," 	121,374 "
2309,CROSS CONNECT CTRL INSPEC-16, 	1.00 ," 	75,207 "
2958,FIELD SERVICE LDWKR 2-16, 	1.00 ," 	72,545 "
2366,ENGINEER 4-18, 	1.00 ," 	97,054 "
5901,FIELD SERV REP 1-16, 	1.00 ," 	49,921 "
2337,ACCT CLERK 3-20, 	1.00 ," 	55,852 "
3886,OPERATIONS CLERK-16, 	1.00 ," 	59,229 "
1090,WATER UTIL GEN MGR-21, 	1.00 ," 	151,011 "
4177,WATER COMM OUTREACH SPEC-18, 	1.00 ," 	67,746 "
6368,ENGR PROG SPEC 1-16, 	1.00 ," 	71,807 "
2310,CONSTRUCTION SUPV-18, 	1.00 ," 	81,999 "
4003,ENGR AIDE 1-16, 	1.00 ," 	60,917 "
5001,FIELD SERVICE ANALYST-16, 	1.00 ," 	62,474 "
4941,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 "
3036,FIELD SERV REP 2-16, 	1.00 ," 	60,917 "
3866,WATER UTIL PUB INFO OFF 2-18, 	1.00 ," 	85,878 "
5951,ACCOUNTANT 4-18, 	1.00 ," 	93,391 "
5982,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 "
3619,FIELD SERVICE ANALYST-16, 	1.00 ," 	69,814 "
10267,FIELD SERV REP 1-16, 	1.00 ," 	49,921 "
3015,PROGRAM ASST 1-20, 	1.00 ," 	60,732 "
2868,FIELD SERVICE ANALYST-16, 	1.00 ," 	70,443 "
2450,ADMIN CLK 1-20, 	1.00 ," 	57,503 "
2597,ADMIN CLK 1-20, 	1.00 ," 	55,963 "
7845,ADMIN CLK 1-20, 	1.00 ," 	49,637 "
3279,FIELD SERVICE LDWKR 1-16, 	1.00 ," 	69,814 "
8086,WATER UTIL ACCT/COMP SPEC-20, 	1.00 ," 	60,416 "
1609,FIN OPER LDWKR-20, 	1.00 ," 	61,787 "
1129,COMP MAP/GIS COORD-18, 	1.00 ," 	97,685 "
12612,WATER UTIL FIN MGR-18, 	1.00 ," 	105,183 "
5887,SURVEYOR 2-18, 	1.00 ," 	77,358 "
1384,ACCOUNTANT 2-18, 	1.00 ," 	81,908 "
2798,FIELD SERV REP 2-16, 	1.00 ," 	64,365 "
VACANT,VACANT,VACANT,VACANT
1698,WATER CIVIL TECH 3-16, 	1.00 ," 	71,178 "
1948,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,555 "
1096,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,997 "
2804,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2440,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2103,DIVISION FIRE CHIEF-14, 	1.00 ," 	111,647 "
1342,FIRE LIEUTENANT-13, 	1.00 ," 	89,903 "
2295,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2167,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
4139,FIRE APPARATUS ENGR-13, 	1.00 ," 	76,988 "
2365,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
2138,DIVISION FIRE CHIEF-14, 	1.00 ," 	112,662 "
3850,FIRE APPARATUS ENGR-13, 	1.00 ," 	81,479 "
3926,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
1140,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
1785,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
6783,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
3457,FIRE APPARATUS ENGR-13, 	1.00 ," 	72,497 "
3317,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,554 "
3805,FIRE LIEUTENANT-13, 	1.00 ," 	86,391 "
1422,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
1638,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	83,341 "
1317,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
2849,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
3201,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	79,612 "
4000,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,139 "
2388,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
3094,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,196 "
1809,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,121 "
1843,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
1849,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
2505,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	79,981 "
3556,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,121 "
3675,FIRE LIEUTENANT-13, 	1.00 ," 	86,392 "
6719,FIREFIGHTER-13, 	1.00 ," 	73,933 "
1844,FIRE LIEUTENANT-13, 	1.00 ," 	89,903 "
3890,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
1792,FIREFIGHTER-13, 	1.00 ," 	75,156 "
4042,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
2218,FIREFIGHTER-13, 	1.00 ," 	64,768 "
2025,FIREFIGHTER-13, 	1.00 ," 	72,712 "
2057,FIREFIGHTER-13, 	1.00 ," 	72,711 "
2943,FIREFIGHTER-13, 	1.00 ," 	75,766 "
3096,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
1836,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
VACANT,VACANT,VACANT,VACANT
2887,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2399,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	79,309 "
3939,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 "
2636,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
3056,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	92,751 "
3070,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
2066,FIREFIGHTER-13, 	1.00 ," 	76,989 "
1098,FIREFIGHTER-13, 	1.00 ," 	76,378 "
1645,FIREFIGHTER-13, 	1.00 ," 	58,922 "
9410,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	63,169 "
1240,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	84,014 "
10725,FIREFIGHTER-13, 	1.00 ," 	55,586 "
6782,FIREFIGHTER-13, 	1.00 ," 	73,933 "
3402,FIREFIGHTER-13, 	1.00 ," 	78,822 "
3095,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,842 "
2007,FIREFIGHTER-13, 	1.00 ," 	80,898 "
2533,FIREFIGHTER-13, 	1.00 ," 	64,768 "
2033,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	83,342 "
1260,FIREFIGHTER-13, 	1.00 ," 	76,378 "
2837,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
2464,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
3099,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,271 "
1777,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
2140,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	86,702 "
2040,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,842 "
2329,FIRE LIEUTENANT-13, 	1.00 ," 	93,415 "
2317,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	87,227 "
4108,FIRE APPARATUS ENGR-13, 	1.00 ," 	77,630 "
1130,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
1219,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,139 "
2149,FIRE LIEUTENANT-13, 	1.00 ," 	84,987 "
3453,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	71,304 "
2582,FIREFIGHTER-13, 	1.00 ," 	76,378 "
2830,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
1632,FIRE APPARATUS ENGR-13, 	1.00 ," 	76,988 "
5764,FIREFIGHTER-13, 	1.00 ," 	55,586 "
2523,FIREFIGHTER-13, 	1.00 ," 	75,766 "
1255,FIREFIGHTER-13, 	1.00 ," 	78,211 "
3132,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	79,981 "
1099,DIVISION FIRE CHIEF-14, 	1.00 ," 	113,677 "
4060,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,842 "
1701,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
3116,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
2213,FIREFIGHTER-13, 	1.00 ," 	72,100 "
1928,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2338,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
3557,FIREFIGHTER-13, 	1.00 ," 	73,933 "
3894,FIRE LIEUTENANT-13, 	1.00 ," 	89,903 "
1830,FIREFIGHTER-13, 	1.00 ," 	80,655 "
1584,FIREFIGHTER-13, 	1.00 ," 	78,822 "
2542,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
3248,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
1137,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
3801,FIREFIGHTER-13, 	1.00 ," 	68,434 "
3888,FIRE LIEUTENANT-13, 	1.00 ," 	89,903 "
2503,FIREFIGHTER-13, 	1.00 ," 	64,768 "
2750,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
6771,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	75,276 "
2397,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
3010,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	85,358 "
3552,FIRE CHIEF-ASST-14, 	1.00 ," 	133,034 "
VACANT,VACANT,VACANT,VACANT
1497,FIREFIGHTER-13, 	1.00 ," 	75,766 "
3423,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
1496,FIREFIGHTER-13, 	1.00 ," 	69,656 "
2324,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
1561,FIRE CAPT-13, 	1.00 ," 	99,813 "
2340,FIRE LIEUTENANT-13, 	1.00 ," 	89,903 "
2646,FIRE APPARATUS ENGR-13, 	1.00 ," 	87,253 "
3127,FIREFIGHTER-13, 	1.00 ," 	66,601 "
2745,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	86,188 "
3468,FIREFIGHTER-13, 	1.00 ," 	59,149 "
2333,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	92,765 "
3436,FIREFIGHTER-13, 	1.00 ," 	76,378 "
6000,FIREFIGHTER-13, 	1.00 ," 	57,254 "
9412,FIREFIGHTER-13, 	1.00 ," 	57,427 "
3838,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
4115,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 "
3832,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,554 "
4183,FIREFIGHTER-13, 	1.00 ," 	72,711 "
3668,FIRE APPARATUS ENGR-13, 	1.00 ," 	71,214 "
9413,FIREFIGHTER-13, 	1.00 ," 	57,427 "
3183,FIREFIGHTER-13, 	1.00 ," 	72,101 "
2851,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
3654,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
9415,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	63,169 "
2738,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2512,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	88,046 "
1566,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
2652,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2052,FIREFIGHTER-13, 	1.00 ," 	73,323 "
2631,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
1521,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
2391,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
2334,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
1072,FIREFIGHTER-13, 	1.00 ," 	72,100 "
3221,FIREFIGHTER-13, 	1.00 ," 	75,766 "
1875,FIREFIGHTER-13, 	1.00 ," 	66,601 "
1996,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	88,046 "
1358,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
2675,FIRE APPARATUS ENGR-13, 	1.00 ," 	76,988 "
5995,FIREFIGHTER-13, 	1.00 ," 	57,427 "
1041,DIVISION FIRE CHIEF-14, 	1.00 ," 	111,647 "
3555,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
7780,FIREFIGHTER-13, 	1.00 ," 	59,265 "
3191,FIRE LIEUTENANT-13, 	1.00 ," 	87,094 "
1653,FIREFIGHTER-13, 	1.00 ," 	68,434 "
2525,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	82,669 "
2413,FIREFIGHTER-13, 	1.00 ," 	82,488 "
VACANT,VACANT,VACANT,VACANT
3002,FIREFIGHTER-13, 	1.00 ," 	70,878 "
3049,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	89,996 "
2065,FIREFIGHTER-13, 	1.00 ," 	70,267 "
3286,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
2751,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	83,766 "
VACANT,VACANT,VACANT,VACANT
VACANT,VACANT,VACANT,VACANT
1030,FIREFIGHTER-13, 	1.00 ," 	73,933 "
1356,FIREFIGHTER-13, 	1.00 ," 	78,211 "
1877,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,705 "
1101,FIREFIGHTER-13, 	1.00 ," 	75,766 "
2711,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 "
3196,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
1857,FIREFIGHTER-13, 	1.00 ," 	73,933 "
1766,FIREFIGHTER-13, 	1.00 ," 	72,748 "
7853,FIREFIGHTER-13, 	1.00 ," 	59,265 "
2070,FIREFIGHTER-13, 	1.00 ," 	72,100 "
4026,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,121 "
6781,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	75,276 "
3914,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	84,686 "
3562,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,913 "
1246,DIVISION FIRE CHIEF-14, 	1.00 ," 	112,662 "
1048,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,121 "
3306,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	77,293 "
2035,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
1001,FIREFIGHTER-13, 	1.00 ," 	78,822 "
4037,FIRE LIEUTENANT-13, 	1.00 ," 	87,094 "
2712,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
3987,FIRE APPARATUS ENGR-13, 	1.00 ," 	77,630 "
3620,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
1038,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
3968,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	90,688 "
7861,FIREFIGHTER-13, 	1.00 ," 	59,265 "
2722,FIREFIGHTER-13, 	1.00 ," 	73,933 "
3625,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
2705,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 "
3768,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	82,381 "
6774,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
2978,FIRE LIEUTENANT-13, 	1.00 ," 	91,308 "
1907,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 "
2506,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
9422,FIREFIGHTER-13, 	1.00 ," 	57,427 "
3856,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
1850,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	73,260 "
3834,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
1864,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	79,958 "
1091,FIRE LIEUTENANT-13, 	1.00 ," 	88,499 "
2934,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
3899,FIRE LIEUTENANT-13, 	1.00 ," 	90,606 "
2370,FIRE LIEUTENANT-13, 	1.00 ," 	86,391 "
3088,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	86,030 "
3979,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	88,046 "
3960,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,780 "
3435,FIREFIGHTER-13, 	1.00 ," 	75,766 "
1870,FIRE LIEUTENANT-13, 	1.00 ," 	84,284 "
1980,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,063 "
1517,FIREFIGHTER-13, 	1.00 ," 	75,156 "
1063,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,325 "
2935,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	69,227 "
1480,FIREFIGHTER-13, 	1.00 ," 	78,822 "
3241,FIRE APPARATUS ENGR-13, 	1.00 ," 	76,347 "
3547,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 "
9424,FIREFIGHTER-13, 	1.00 ," 	57,427 "
3086,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	79,612 "
2154,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,842 "
2697,FIRE LIEUTENANT-13, 	1.00 ," 	93,415 "
2664,FIREFIGHTER-13, 	1.00 ," 	78,822 "
1028,FIREFIGHTER-13, 	1.00 ," 	78,211 "
1515,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
3075,FIREFIGHTER-13, 	1.00 ," 	66,601 "
4076,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
4124,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	89,996 "
VACANT,VACANT,VACANT,VACANT
1466,FIREFIGHTER-13, 	1.00 ," 	70,267 "
2660,FIREFIGHTER-13, 	1.00 ," 	78,822 "
3775,FIRE LIEUTENANT-13, 	1.00 ," 	86,392 "
3080,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,762 "
1825,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	83,766 "
2234,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
2644,FIRE LIEUTENANT-13, 	1.00 ," 	89,201 "
3959,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,838 "
2137,FIRE CHIEF-21, 	1.00 ," 	152,111 "
3263,FIRE PROTECTION ENGR-18, 	1.00 ," 	100,558 "
7691,FIRE PUB INFO SPEC 2-18, 	1.00 ," 	83,377 "
2150,FIRE CODE ENFORCE 3-16, 	1.00 ," 	81,618 "
2969,FIRE ED/ENFC OFF 2-16, 	1.00 ," 	75,207 "
9716,FIRE CODE ENFORCE 2-16, 	1.00 ," 	60,416 "
6433,FIRE ADM SERV MGR-18, 	1.00 ," 	89,106 "
3800,ADMIN CLK 1-20, 	1.00 ," 	56,476 "
2026,ADMIN ASST-17, 	1.00 ," 	62,035 "
6309,FIRE CODE ENFORCE 3-16, 	1.00 ," 	71,807 "
3434,FIRE CODE ENFORCE 4-16, 	1.00 ," 	88,111 "
1250,FIRE CODE ENFORCE 3-16, 	1.00 ," 	82,374 "
3845,FIRE MARSHAL-18, 	1.00 ," 	123,581 "
7964,FIRE CODE ENFORCE 2-16, 	1.00 ," 	62,659 "
6278,ADMIN CLK 1-20, 	1.00 ," 	48,261 "
3365,FIRE CODE ENFORCE 3-16, 	1.00 ," 	84,641 "
5251,ACCT TECH 2-20, 	1.00 ," 	55,664 "
3190,FIRE CAPT-13, 	1.00 ," 	90,940 "
3759,FIREFIGHTER-13, 	1.00 ," 	78,822 "
2690,FIRE LIEUTENANT-13, 	1.00 ," 	86,392 "
7854,FIREFIGHTER-13, 	1.00 ," 	59,265 "
2024,FIRE LIEUTENANT-13, 	1.00 ," 	84,284 "
3251,FIREFIGHTER-13, 	1.00 ," 	69,656 "
3447,FIREFIGHTER-13, 	1.00 ," 	62,935 "
1734,FIREFIGHTER-13, 	1.00 ," 	75,156 "
3814,FIREFIGHTER-13, 	1.00 ," 	75,766 "
2197,FIREFIGHTER-13, 	1.00 ," 	78,822 "
7826,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	65,192 "
6780,FIREFIGHTER-13, 	1.00 ," 	73,933 "
3530,FIRE CAPT-13, 	1.00 ," 	101,292 "
6779,FIREFIGHTER-13, 	1.00 ," 	72,100 "
2184,FIREFIGHTER-13, 	1.00 ," 	66,601 "
7855,FIREFIGHTER-13, 	1.00 ," 	59,265 "
3532,FIRE CAPT-13, 	1.00 ," 	91,680 "
6778,FIREFIGHTER-13, 	1.00 ," 	68,434 "
2029,FIRE CAPT-13, 	1.00 ," 	90,201 "
3035,FIREFIGHTER-13, 	1.00 ," 	78,822 "
3817,FIREFIGHTER-13, 	1.00 ," 	70,267 "
7856,FIREFIGHTER-13, 	1.00 ," 	59,265 "
2131,FIREFIGHTER-13, 	1.00 ," 	81,266 "
2692,FIREFIGHTER-13, 	1.00 ," 	71,489 "
1959,FIREFIGHTER-13, 	1.00 ," 	75,766 "
2852,FIRE CAPT-13, 	1.00 ," 	95,377 "
6777,FIREFIGHTER-13, 	1.00 ," 	78,211 "
3935,POLICE OFFICER-11, 	1.00 ," 	73,934 "
3085,POLICE SGT-11, 	1.00 ," 	86,702 "
2200,POLICE OFFICER-11, 	1.00 ," 	77,601 "
4006,POLICE OFFICER-11, 	1.00 ," 	80,656 "
3629,POLICE OFFICER-11, 	1.00 ," 	77,601 "
10680,POLICE OFFICER-11, 	1.00 ," 	56,058 "
1615,DETECTIVE SERGEANT, 	1.00 ," 	88,719 "
7938,POLICE OFFICER-11, 	1.00 ," 	59,232 "
3478,POLICE OFFICER-11, 	1.00 ," 	73,934 "
2571,POLICE LT.-12, 	1.00 ," 	99,349 "
3704,POLICE OFFICER-11, 	1.00 ," 	79,434 "
1276,POLICE OFFICER-11, 	1.00 ," 	79,434 "
1596,POLICE OFFICER-11, 	1.00 ," 	78,823 "
1010,POLICE OFFICER-11, 	1.00 ," 	79,434 "
3229,ASST POLICE CHIEF-12, 	1.00 ," 	116,063 "
1102,POLICE SGT-11, 	1.00 ," 	81,325 "
3812,POLICE OFFICER-11, 	1.00 ," 	76,990 "
3747,POLICE OFFICER-11, 	1.00 ," 	79,434 "
4127,POLICE OFFICER-11, 	1.00 ," 	72,712 "
3748,DETECTIVE SERGEANT, 	1.00 ," 	84,686 "
3950,POLICE OFFICER-11, 	1.00 ," 	78,823 "
2848,POLICE LT.-12, 	1.00 ," 	93,136 "
1224,POLICE OFFICER-11, 	1.00 ," 	73,934 "
2927,POLICE OFFICER-11, 	1.00 ," 	73,934 "
1394,POLICE SGT-11, 	1.00 ," 	84,686 "
3818,POLICE OFFICER-11, 	1.00 ," 	73,934 "
3560,POLICE SGT-11, 	1.00 ," 	86,702 "
7939,POLICE OFFICER-11, 	1.00 ," 	59,232 "
9359,POLICE OFFICER-11, 	1.00 ," 	57,527 "
2207,POLICE OFFICER-11, 	1.00 ," 	78,212 "
2715,POLICE OFFICER-11, 	1.00 ," 	76,990 "
3471,POLICE OFFICER-11, 	1.00 ," 	75,768 "
3908,POLICE OFFICER-11, 	1.00 ," 	78,823 "
2205,POLICE OFFICER-11, 	1.00 ," 	78,212 "
3966,POLICE SGT-11, 	1.00 ," 	86,702 "
1829,POLICE OFFICER-11, 	1.00 ," 	75,768 "
10695,POLICE OFFICER-11, 	1.00 ," 	56,058 "
2862,DETECTIVE 1-11, 	1.00 ," 	82,763 "
1467,POLICE OFFICER-11, 	1.00 ," 	73,934 "
11483,POLICE OFFICER-11, 	1.00 ," 	56,058 "
3410,POLICE OFFICER-11, 	1.00 ," 	73,934 "
3636,DETECTIVE 1-11, 	1.00 ," 	82,122 "
1736,POLICE LT.-12, 	1.00 ," 	97,575 "
3772,POLICE OFFICER-11, 	1.00 ," 	78,823 "
3906,POLICE OFFICER-11, 	1.00 ," 	78,212 "
9366,POLICE OFFICER-11, 	1.00 ," 	57,527 "
2044,POLICE OFFICER-11, 	1.00 ," 	79,434 "
2014,DETECTIVE 1-11, 	1.00 ," 	82,763 "
1443,POLICE OFFICER-11, 	1.00 ," 	73,934 "
1239,POLICE CAPT-12, 	1.00 ," 	103,453 "
10696,POLICE OFFICER-11, 	1.00 ," 	56,058 "
1475,DETECTIVE 1-11, 	1.00 ," 	79,555 "
1075,POLICE LT.-12, 	1.00 ," 	89,705 "
2434,POLICE OFFICER-11, 	1.00 ," 	78,823 "
3019,POLICE OFFICER-11, 	1.00 ," 	78,823 "
1174,POLICE OFFICER-11, 	1.00 ," 	77,601 "
7952,POLICE OFFICER-11, 	1.00 ," 	59,232 "
