Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3274,EQPT OPR 1-16, 	1.00 ," 	56,060 "
9197,EQPT OPR 1-16, 	1.00 ," 	54,427 "
3874,WATERWKS OPR 2-16, 	1.00 ," 	78,081 "
12637,PUB WKS MAINT WKR 2-16, 	1.00 ," 	48,723 "
12626,MAINT MECH 2-16, 	1.00 ," 	57,247 "
3046,CROSS CONNECT CTRL INSPEC-16, 	1.00 ," 	74,536 "
2380,MAINT MECH 2-16, 	1.00 ," 	68,658 "
9200,PUB WKS MAINT WKR 2-16, 	1.00 ," 	49,921 "
1051,PUB WKS MAINT WKR 2-16, 	1.00 ," 	57,692 "
9015,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
1625,WATER UTIL OPR LDWKR-16, 	1.00 ," 	71,249 "
2695,WATER UTIL OPR LDWKR-16, 	1.00 ," 	70,602 "
9198,EQPT OPR 1-16, 	1.00 ," 	54,427 "
10499,EQPT OPR 1-16, 	1.00 ," 	52,979 "
3459,PUB WKS GEN SUPV-18, 	1.00 ," 	92,549 "
1583,WATER ONE CALL COORD-16, 	1.00 ," 	64,365 "
3050,EQPT OPR 3-16, 	1.00 ," 	65,826 "
9229,EQPT OPR 1-16, 	1.00 ," 	54,427 "
1832,EQPT OPR 3-16, 	1.00 ," 	62,299 "
10471,EQPT OPR 1-16, 	1.00 ," 	52,979 "
1345,PUB WKS MAINT WKR 3-16, 	1.00 ," 	64,365 "
3350,PUB WKS MAINT WKR 3-16, 	1.00 ," 	63,215 "
11257,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
10497,EQPT OPR 1-16, 	1.00 ," 	52,979 "
2543,WATER UTIL OPR LDWKR-16, 	1.00 ," 	65,854 "
1586,WATER UTIL OPR LDWKR-16, 	1.00 ," 	72,545 "
2242,PUB WKS GEN FORE-18, 	1.00 ," 	80,469 "
1962,PUB WKS GEN FORE-18, 	1.00 ," 	81,194 "
3176,EQPT OPR 3-16, 	1.00 ," 	65,826 "
1630,PUB WKS MAINT WKR 1-16, 	1.00 ," 	57,217 "
2494,EQPT OPR 3-16, 	1.00 ," 	64,650 "
10245,EQPT OPR 1-16, 	1.00 ," 	54,427 "
3181,WATER HYDRANT INSPEC-16, 	1.00 ," 	65,826 "
2483,WATER HYDRANT INSPEC-16, 	1.00 ," 	64,063 "
11622,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
3833,EQPT OPR 3-16, 	1.00 ," 	62,299 "
10371,PUB WKS MAINT WKR 1-16, 	1.00 ," 	48,723 "
1488,WATER ONE CALL COORD-16, 	1.00 ," 	60,917 "
1812,WATER UTIL OPR LDWKR-16, 	1.00 ," 	71,249 "
3752,WATER QUALITY SAMPLER 3-16, 	1.00 ," 	60,536 "
4045,PRINICPAL ENGR WATER-18, 	1.00 ," 	121,374 "
2309,CROSS CONNECT CTRL INSPEC-16, 	1.00 ," 	75,207 "
VACANT,VACANT,VACANT,VACANT
2366,ENGINEER 4-18, 	1.00 ," 	97,054 "
5901,FIELD SERV REP 1-16, 	1.00 ," 	49,921 "
2337,ACCT CLERK 3-20, 	1.00 ," 	55,852 "
3886,OPERATIONS CLERK-16, 	1.00 ," 	59,229 "
1090,WATER UTIL GEN MGR-21, 	1.00 ," 	155,919 "
4177,WATER COMM OUTREACH SPEC-18, 	1.00 ," 	67,746 "
6368,ENGR PROG SPEC 1-16, 	1.00 ," 	71,807 "
2310,CONSTRUCTION SUPV-18, 	1.00 ," 	81,999 "
4003,ENGR AIDE 1-16, 	1.00 ," 	60,917 "
5001,FIELD SERVICE ANALYST-16, 	1.00 ," 	64,782 "
4941,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 "
3036,FIELD SERV REP 2-16, 	1.00 ," 	60,917 "
3866,WATER UTIL PUB INFO OFF 2-18, 	1.00 ," 	85,878 "
5951,ACCOUNTANT 4-18, 	1.00 ," 	93,391 "
5982,WATER CIVIL TECH 3-16, 	1.00 ," 	69,164 "
3619,FIELD SERVICE ANALYST-16, 	1.00 ," 	69,814 "
10267,FIELD SERV REP 1-16, 	1.00 ," 	49,921 "
3015,PROGRAM ASST 1-20, 	1.00 ," 	60,732 "
2868,FIELD SERVICE ANALYST-16, 	1.00 ," 	70,443 "
2450,ADMIN CLK 1-20, 	1.00 ," 	57,503 "
2597,ADMIN CLK 1-20, 	1.00 ," 	55,963 "
7845,ADMIN CLK 1-20, 	1.00 ," 	51,342 "
3279,FIELD SERVICE LDWKR 1-16, 	1.00 ," 	69,814 "
8086,WATER UTIL ACCT/COMP SPEC-20, 	1.00 ," 	60,416 "
1609,FIN OPER LDWKR-20, 	1.00 ," 	61,787 "
1129,COMP MAP/GIS COORD-18, 	1.00 ," 	97,685 "
12612,WATER UTIL FIN MGR-18, 	1.00 ," 	105,183 "
5887,SURVEYOR 2-18, 	1.00 ," 	77,358 "
1384,ACCOUNTANT 2-18, 	1.00 ," 	81,908 "
2798,FIELD SERV REP 2-16, 	1.00 ," 	64,365 "
VACANT,VACANT,VACANT,VACANT
1698,WATER CIVIL TECH 3-16, 	1.00 ," 	71,178 "
1948,FIRE APPARATUS ENGR-13, 	1.00 ," 	81,145 "
1096,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	83,637 "
2804,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2440,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2103,DIVISION FIRE CHIEF-14, 	1.00 ," 	111,647 "
1342,FIRE LIEUTENANT-13, 	1.00 ," 	91,701 "
2295,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
VACANT,VACANT,VACANT,VACANT
4139,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,528 "
2365,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
2138,DIVISION FIRE CHIEF-14, 	1.00 ," 	112,662 "
3850,FIRE APPARATUS ENGR-13, 	1.00 ," 	83,109 "
3926,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
1140,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
1785,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
6783,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
3457,FIRE APPARATUS ENGR-13, 	1.00 ," 	73,947 "
3317,FIRE APPARATUS ENGR-13, 	1.00 ," 	81,146 "
3805,FIRE LIEUTENANT-13, 	1.00 ," 	88,119 "
1422,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
1638,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	85,008 "
1317,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2849,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
3201,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	81,204 "
4000,FIRE APPARATUS ENGR-13, 	1.00 ," 	74,602 "
2388,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
3094,FIRE APPARATUS ENGR-13, 	1.00 ," 	81,800 "
1809,FIRE APPARATUS ENGR-13, 	1.00 ," 	83,763 "
1843,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
1849,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
2505,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	81,581 "
3556,FIRE APPARATUS ENGR-13, 	1.00 ," 	83,763 "
3675,FIRE LIEUTENANT-13, 	1.00 ," 	88,119 "
6719,FIREFIGHTER-13, 	1.00 ," 	75,412 "
1844,FIRE LIEUTENANT-13, 	1.00 ," 	91,701 "
3890,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
1792,FIREFIGHTER-13, 	1.00 ," 	76,659 "
4042,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
2218,FIREFIGHTER-13, 	1.00 ," 	66,063 "
2025,FIREFIGHTER-13, 	1.00 ," 	74,166 "
2057,FIREFIGHTER-13, 	1.00 ," 	74,166 "
2943,FIREFIGHTER-13, 	1.00 ," 	77,282 "
3096,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
1836,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
2029,DIVISION FIRE CHIEF-14, 	1.00 ," 	111,647 "
2887,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2399,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	80,895 "
3939,FIRE LIEUTENANT-13, 	1.00 ," 	90,269 "
2636,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
3056,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	94,606 "
3070,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
2066,FIREFIGHTER-13, 	1.00 ," 	78,528 "
1098,FIREFIGHTER-13, 	1.00 ," 	77,905 "
1645,FIREFIGHTER-13, 	1.00 ," 	60,100 "
9410,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	64,432 "
1240,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	85,694 "
10725,FIREFIGHTER-13, 	1.00 ," 	56,698 "
6782,FIREFIGHTER-13, 	1.00 ," 	75,412 "
3402,FIREFIGHTER-13, 	1.00 ," 	80,398 "
1850,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	76,967 "
2007,FIREFIGHTER-13, 	1.00 ," 	80,898 "
2533,FIREFIGHTER-13, 	1.00 ," 	66,063 "
2033,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	85,009 "
1260,FIREFIGHTER-13, 	1.00 ," 	77,905 "
2837,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
VACANT,VACANT,VACANT,VACANT
3099,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,837 "
1777,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
2140,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	88,436 "
2040,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	87,559 "
2329,FIRE LIEUTENANT-13, 	1.00 ," 	95,284 "
2317,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	88,971 "
4108,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,182 "
1130,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
1219,FIRE APPARATUS ENGR-13, 	1.00 ," 	74,602 "
2149,FIRE LIEUTENANT-13, 	1.00 ," 	82,388 "
1520,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,441 "
2582,FIREFIGHTER-13, 	1.00 ," 	77,905 "
2830,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
1632,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,528 "
5764,FIREFIGHTER-13, 	1.00 ," 	56,698 "
2523,FIREFIGHTER-13, 	1.00 ," 	77,282 "
1255,FIREFIGHTER-13, 	1.00 ," 	79,775 "
3132,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	81,581 "
1099,DIVISION FIRE CHIEF-14, 	1.00 ," 	113,677 "
4060,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	87,559 "
1701,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
3116,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
2876,FIREFIGHTER-13, 	1.00 ," 	79,152 "
1928,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2338,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
3557,FIREFIGHTER-13, 	1.00 ," 	75,412 "
3894,FIRE LIEUTENANT-13, 	1.00 ," 	91,701 "
1830,FIREFIGHTER-13, 	1.00 ," 	82,268 "
1584,FIREFIGHTER-13, 	1.00 ," 	80,398 "
2542,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
3248,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
1137,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
3801,FIREFIGHTER-13, 	1.00 ," 	69,803 "
3888,FIRE LIEUTENANT-13, 	1.00 ," 	91,701 "
VACANT,VACANT,VACANT,VACANT
2750,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
6771,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	76,782 "
2397,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
3010,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	87,065 "
3552,FIRE CHIEF-ASST-14, 	1.00 ," 	133,034 "
VACANT,VACANT,VACANT,VACANT
1497,FIREFIGHTER-13, 	1.00 ," 	77,282 "
3423,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
1496,FIREFIGHTER-13, 	1.00 ," 	71,049 "
2324,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
VACANT,VACANT,VACANT,VACANT
2340,FIRE LIEUTENANT-13, 	1.00 ," 	91,701 "
2646,FIRE APPARATUS ENGR-13, 	1.00 ," 	88,998 "
3127,FIREFIGHTER-13, 	1.00 ," 	67,933 "
2745,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	87,912 "
3468,FIREFIGHTER-13, 	1.00 ," 	60,332 "
2333,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	94,621 "
3436,FIREFIGHTER-13, 	1.00 ," 	77,905 "
6000,FIREFIGHTER-13, 	1.00 ," 	58,399 "
9412,FIREFIGHTER-13, 	1.00 ," 	58,575 "
3838,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
4115,FIRE LIEUTENANT-13, 	1.00 ," 	85,254 "
3832,FIRE APPARATUS ENGR-13, 	1.00 ," 	81,146 "
4183,FIREFIGHTER-13, 	1.00 ," 	74,166 "
3668,FIRE APPARATUS ENGR-13, 	1.00 ," 	72,638 "
9413,FIREFIGHTER-13, 	1.00 ," 	58,575 "
3183,FIREFIGHTER-13, 	1.00 ," 	73,543 "
2851,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
3654,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
9415,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	64,432 "
2738,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2512,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	89,807 "
1566,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
2652,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2052,FIREFIGHTER-13, 	1.00 ," 	74,789 "
2631,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
1521,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
2391,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
2334,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
1072,FIREFIGHTER-13, 	1.00 ," 	73,542 "
3221,FIREFIGHTER-13, 	1.00 ," 	77,282 "
1875,FIREFIGHTER-13, 	1.00 ," 	67,933 "
1996,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	89,807 "
1358,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2675,FIRE APPARATUS ENGR-13, 	1.00 ," 	78,528 "
5995,FIREFIGHTER-13, 	1.00 ," 	58,575 "
1041,DIVISION FIRE CHIEF-14, 	1.00 ," 	111,647 "
3555,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
7780,FIREFIGHTER-13, 	1.00 ," 	60,451 "
3191,FIRE LIEUTENANT-13, 	1.00 ," 	88,836 "
1653,FIREFIGHTER-13, 	1.00 ," 	69,803 "
2525,FIRE APPARATUS ENGR 2-13, 	1.00 ," 	84,323 "
2413,FIREFIGHTER-13, 	1.00 ," 	84,138 "
2503,FIRE APPARATUS ENGR-13, 	1.00 ," 	69,366 "
3002,FIREFIGHTER-13, 	1.00 ," 	72,296 "
3049,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	91,796 "
2065,FIREFIGHTER-13, 	1.00 ," 	71,673 "
VACANT,VACANT,VACANT,VACANT
2751,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,441 "
3942,FIREFIGHTER-13, 	1.00 ," 	73,542 "
VACANT,VACANT,VACANT,VACANT
1030,FIREFIGHTER-13, 	1.00 ," 	75,412 "
1356,FIREFIGHTER-13, 	1.00 ," 	79,775 "
1877,FIRE APPARATUS ENGR-13, 	1.00 ," 	77,219 "
1101,FIREFIGHTER-13, 	1.00 ," 	77,282 "
2711,FIRE LIEUTENANT-13, 	1.00 ," 	90,269 "
3196,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
1857,FIREFIGHTER-13, 	1.00 ," 	75,412 "
1766,FIREFIGHTER-13, 	1.00 ," 	72,748 "
7853,FIREFIGHTER-13, 	1.00 ," 	60,451 "
2070,FIREFIGHTER-13, 	1.00 ," 	73,542 "
4026,FIRE APPARATUS ENGR-13, 	1.00 ," 	83,763 "
6781,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	76,782 "
3914,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	86,380 "
3562,FIRE APPARATUS ENGR-13, 	1.00 ," 	80,491 "
1246,DIVISION FIRE CHIEF-14, 	1.00 ," 	112,662 "
1048,FIRE APPARATUS ENGR-13, 	1.00 ," 	83,763 "
3306,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	78,839 "
2035,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
1001,FIREFIGHTER-13, 	1.00 ," 	80,398 "
4037,FIRE LIEUTENANT-13, 	1.00 ," 	88,836 "
2712,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
3987,FIRE APPARATUS ENGR-13, 	1.00 ," 	79,182 "
3620,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
1038,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
3968,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	92,502 "
7861,FIREFIGHTER-13, 	1.00 ," 	62,324 "
2722,FIREFIGHTER-13, 	1.00 ," 	75,412 "
VACANT,VACANT,VACANT,VACANT
2705,FIRE LIEUTENANT-13, 	1.00 ," 	90,269 "
3768,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	84,028 "
6774,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2978,FIRE LIEUTENANT-13, 	1.00 ," 	93,134 "
1907,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 "
2506,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
9422,FIREFIGHTER-13, 	1.00 ," 	58,575 "
3856,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
VACANT,VACANT,VACANT,VACANT
3834,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
1864,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	81,557 "
1091,FIRE LIEUTENANT-13, 	1.00 ," 	90,269 "
2934,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
3899,FIRE LIEUTENANT-13, 	1.00 ," 	92,418 "
2370,FIRE LIEUTENANT-13, 	1.00 ," 	87,403 "
3088,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	87,751 "
3979,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	89,807 "
3960,FIRE APPARATUS ENGR-13, 	1.00 ," 	75,256 "
3453,FIREFIGHTER-13, 	1.00 ," 	64,194 "
1870,FIRE LIEUTENANT-13, 	1.00 ," 	85,970 "
1980,FIRE APPARATUS ENGR-13, 	1.00 ," 	76,565 "
1517,FIREFIGHTER-13, 	1.00 ," 	76,659 "
1063,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	82,952 "
2935,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	70,612 "
1480,FIREFIGHTER-13, 	1.00 ," 	80,398 "
3241,FIRE APPARATUS ENGR-13, 	1.00 ," 	77,873 "
3547,FIRE CHIEF-ASST-14, 	1.00 ," 	131,846 "
9424,FIREFIGHTER-13, 	1.00 ," 	58,575 "
3086,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	81,204 "
2154,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	87,559 "
2697,FIRE LIEUTENANT-13, 	1.00 ," 	95,284 "
2664,FIREFIGHTER-13, 	1.00 ," 	80,398 "
1028,FIREFIGHTER-13, 	1.00 ," 	79,775 "
1515,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
3075,FIREFIGHTER-13, 	1.00 ," 	67,933 "
4076,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
VACANT,VACANT,VACANT,VACANT
7829,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	81,204 "
1466,FIREFIGHTER-13, 	1.00 ," 	71,673 "
2660,FIREFIGHTER-13, 	1.00 ," 	80,398 "
3775,FIRE LIEUTENANT-13, 	1.00 ," 	88,836 "
3080,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,418 "
1825,FIREFIGHTER/PARAMEDIC 2-13, 	1.00 ," 	85,441 "
2234,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
2644,FIRE LIEUTENANT-13, 	1.00 ," 	90,985 "
3959,FIRE APPARATUS ENGR-13, 	1.00 ," 	82,454 "
2137,FIRE CHIEF-21, 	1.00 ," 	157,055 "
3263,FIRE PROTECTION ENGR-18, 	1.00 ," 	100,558 "
7691,FIRE PUB INFO SPEC 2-18, 	1.00 ," 	83,377 "
2150,FIRE CODE ENFORCE 3-16, 	1.00 ," 	81,618 "
2969,FIRE ED/ENFC OFF 2-16, 	1.00 ," 	75,207 "
9716,FIRE CODE ENFORCE 2-16, 	1.00 ," 	60,416 "
6433,FIRE ADM SERV MGR-18, 	1.00 ," 	89,106 "
3800,ADMIN CLK 1-20, 	1.00 ," 	56,476 "
2026,ADMIN ASST-17, 	1.00 ," 	62,035 "
6309,FIRE CODE ENFORCE 3-16, 	1.00 ," 	71,807 "
3434,FIRE CODE ENFORCE 4-16, 	1.00 ," 	88,111 "
1250,FIRE CODE ENFORCE 3-16, 	1.00 ," 	82,374 "
3845,FIRE MARSHAL-18, 	1.00 ," 	123,581 "
7964,FIRE CODE ENFORCE 2-16, 	1.00 ," 	62,659 "
6278,ADMIN CLK 1-20, 	1.00 ," 	48,261 "
3365,FIRE CODE ENFORCE 3-16, 	1.00 ," 	84,641 "
5251,ACCT TECH 2-20, 	1.00 ," 	55,664 "
3190,FIRE CAPT-13, 	1.00 ," 	92,759 "
3759,FIREFIGHTER-13, 	1.00 ," 	80,398 "
2690,FIRE LIEUTENANT-13, 	1.00 ," 	88,119 "
7854,FIREFIGHTER-13, 	1.00 ," 	60,451 "
2024,FIRE LIEUTENANT-13, 	1.00 ," 	85,970 "
VACANT,VACANT,VACANT,VACANT
3447,FIREFIGHTER-13, 	1.00 ," 	64,194 "
1734,FIREFIGHTER-13, 	1.00 ," 	76,659 "
3814,FIREFIGHTER-13, 	1.00 ," 	77,282 "
2197,FIREFIGHTER-13, 	1.00 ," 	80,398 "
7826,FIREFIGHTER PARAMEDIC-13, 	1.00 ," 	66,496 "
6780,FIREFIGHTER-13, 	1.00 ," 	75,412 "
3530,FIRE CAPT-13, 	1.00 ," 	103,318 "
6779,FIREFIGHTER-13, 	1.00 ," 	73,542 "
2184,FIREFIGHTER-13, 	1.00 ," 	67,933 "
7855,FIREFIGHTER-13, 	1.00 ," 	60,451 "
3532,FIRE CAPT-13, 	1.00 ," 	93,514 "
6778,FIREFIGHTER-13, 	1.00 ," 	69,803 "
2167,FIRE CAPT-13, 	1.00 ," 	97,284 "
3035,FIREFIGHTER-13, 	1.00 ," 	80,398 "
3817,FIREFIGHTER-13, 	1.00 ," 	71,673 "
7856,FIREFIGHTER-13, 	1.00 ," 	60,451 "
2131,FIREFIGHTER-13, 	1.00 ," 	82,891 "
2692,FIREFIGHTER-13, 	1.00 ," 	72,919 "
1959,FIREFIGHTER-13, 	1.00 ," 	77,282 "
2852,FIRE CAPT-13, 	1.00 ," 	97,284 "
6777,FIREFIGHTER-13, 	1.00 ," 	79,775 "
3935,POLICE OFFICER-11, 	1.00 ," 	75,413 "
3085,POLICE SGT-11, 	1.00 ," 	88,436 "
2200,POLICE OFFICER-11, 	1.00 ," 	79,153 "
4006,POLICE OFFICER-11, 	1.00 ," 	82,269 "
3629,POLICE OFFICER-11, 	1.00 ," 	79,153 "
3636,DETECTIVE SERGEANT, 	1.00 ," 	87,751 "
1615,DETECTIVE SERGEANT, 	1.00 ," 	90,493 "
7938,POLICE OFFICER-11, 	1.00 ," 	60,417 "
3478,POLICE OFFICER-11, 	1.00 ," 	75,413 "
2571,POLICE LT.-12, 	1.00 ," 	99,349 "
3704,POLICE OFFICER-11, 	1.00 ," 	81,022 "
1276,POLICE OFFICER-11, 	1.00 ," 	81,022 "
1596,POLICE OFFICER-11, 	1.00 ," 	80,399 "
1010,POLICE OFFICER-11, 	1.00 ," 	81,022 "
3229,ASST POLICE CHIEF-12, 	1.00 ," 	116,063 "
1102,POLICE SGT-11, 	1.00 ," 	82,952 "
3812,POLICE OFFICER-11, 	1.00 ," 	78,529 "
3747,POLICE OFFICER-11, 	1.00 ," 	81,022 "
4127,POLICE OFFICER-11, 	1.00 ," 	74,167 "
3748,DETECTIVE SERGEANT, 	1.00 ," 	88,436 "
3950,POLICE OFFICER-11, 	1.00 ," 	80,399 "
2848,POLICE LT.-12, 	1.00 ," 	93,136 "
1224,POLICE OFFICER-11, 	1.00 ," 	75,413 "
2927,POLICE OFFICER-11, 	1.00 ," 	75,413 "
1394,POLICE SGT-11, 	1.00 ," 	86,380 "
3818,POLICE OFFICER-11, 	1.00 ," 	75,413 "
3560,POLICE SGT-11, 	1.00 ," 	88,436 "
7939,POLICE OFFICER-11, 	1.00 ," 	60,417 "
9359,POLICE OFFICER-11, 	1.00 ," 	58,678 "
2207,POLICE OFFICER-11, 	1.00 ," 	79,776 "
2715,POLICE OFFICER-11, 	1.00 ," 	78,529 "
3471,POLICE OFFICER-11, 	1.00 ," 	77,283 "
3908,POLICE OFFICER-11, 	1.00 ," 	80,399 "
2205,POLICE OFFICER-11, 	1.00 ," 	79,776 "
3966,POLICE SGT-11, 	1.00 ," 	88,436 "
1829,POLICE OFFICER-11, 	1.00 ," 	77,283 "
10695,POLICE OFFICER-11, 	1.00 ," 	57,179 "
2862,DETECTIVE 1-11, 	1.00 ," 	84,418 "
1467,POLICE OFFICER-11, 	1.00 ," 	75,413 "
11520,POLICE OFFICER-11, 	1.00 ," 	57,179 "
3410,POLICE OFFICER-11, 	1.00 ," 	75,413 "
3804,DETECTIVE 1-11, 	1.00 ," 	82,455 "
1736,POLICE LT.-12, 	1.00 ," 	97,575 "
3772,POLICE OFFICER-11, 	1.00 ," 	80,399 "
3906,POLICE OFFICER-11, 	1.00 ," 	79,776 "
9366,POLICE OFFICER-11, 	1.00 ," 	58,678 "
2044,POLICE OFFICER-11, 	1.00 ," 	81,022 "
2014,DETECTIVE 1-11, 	1.00 ," 	84,418 "
1443,POLICE OFFICER-11, 	1.00 ," 	75,413 "
1239,POLICE CAPT-12, 	1.00 ," 	103,453 "
10696,POLICE OFFICER-11, 	1.00 ," 	57,179 "
1475,DETECTIVE 1-11, 	1.00 ," 	81,146 "
1075,POLICE LT.-12, 	1.00 ," 	89,705 "
2434,POLICE OFFICER-11, 	1.00 ," 	80,399 "
3019,POLICE OFFICER-11, 	1.00 ," 	80,399 "
1174,POLICE OFFICER-11, 	1.00 ," 	79,153 "
7952,POLICE OFFICER-11, 	1.00 ," 	60,417 "
3420,POLICE OFFICER-11, 	1.00 ," 	83,515 "
1195,DETECTIVE 1-11, 	1.00 ," 	81,146 "
10681,POLICE OFFICER-11, 	1.00 ," 	57,179 "
