Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3680,EQPT OPR 1, 	1.00 ," 	54,295 "
2494,EQPT OPR 3, 	1.00 ," 	62,616 "
10245,EQPT OPR 1, 	1.00 ," 	51,312 "
3181,WATER HYDRANT INSPEC, 	1.00 ," 	63,754 "
2483,WATER HYDRANT INSPEC, 	1.00 ," 	62,046 "
5954,EQPT OPR 1, 	1.00 ," 	52,714 "
3833,EQPT OPR 3, 	1.00 ," 	60,338 "
10371,PUB WKS MAINT WKR 1, 	1.00 ," 	45,642 "
1488,WATER ONE CALL COORD, 	1.00 ," 	58,999 "
1812,WATER UTIL OPR LDWKR, 	1.00 ," 	69,007 "
3752,WATER QUAL SAMPLER 3, 	1.00 ," 	57,329 "
4045,PRINCIPAL ENGR WATER, 	1.00 ," 	117,554 "
2309,CROSS CON CTRL INSP, 	1.00 ," 	72,840 "
2958,FIELD SERV LDWKR 2, 	1.00 ," 	70,261 "
2366,ENGINEER 4, 	1.00 ," 	93,999 "
5901,FIELD SERV REP 1-16, 	1.00 ," 	47,189 "
2337,ACCT CLERK 3-20, 	1.00 ," 	54,094 "
3886,OPERATIONS CLERK, 	1.00 ," 	57,365 "
1090,WATER UTIL GEN MGR, 	1.00 ," 	146,537 "
4177,WATER COMM OUTREACH, 	1.00 ," 	63,756 "
6368,ENGR PROG SPEC 1, 	1.00 ," 	65,036 "
2310,WATER CONSTR SUPV-18, 	1.00 ," 	75,657 "
4003,ENGR AIDE 1, 	1.00 ," 	58,999 "
5001,FIELD SERV ANAL, 	1.00 ," 	60,507 "
4941,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 "
3036,FIELD SERV REP 2, 	1.00 ," 	58,999 "
3866,WATER UTIL PUB INFO, 	1.00 ," 	83,175 "
5951,ACCOUNTANT 4, 	1.00 ," 	88,678 "
5982,WATER CIVIL TECH 3-16, 	1.00 ," 	65,036 "
3619,FIELD SERV ANAL, 	1.00 ," 	67,007 "
10267,FIELD SERV REP 1-16, 	1.00 ," 	47,189 "
3015,PROGRAM ASST 1, 	1.00 ," 	58,295 "
2868,FIELD SERV ANAL, 	1.00 ," 	68,226 "
2450,ADMIN CLK 1, 	1.00 ," 	55,693 "
2597,ADMIN CLK 1, 	1.00 ," 	53,704 "
7845,ADMIN CLK 1, 	1.00 ," 	48,075 "
3279,FIELD SERV LDWKR 1, 	1.00 ," 	67,007 "
8086,WATER UTIL ACCT/COMP, 	1.00 ," 	56,703 "
1609,FIN OPER LDWKR, 	1.00 ," 	59,843 "
1129,COMP MAP/GIS COORD, 	1.00 ," 	94,610 "
1716,WATER UTIL FIN MGR, 	1.00 ," 	114,097 "
5887,SURVEYOR 2, 	1.00 ," 	73,454 "
1384,ACCOUNTANT 2, 	1.00 ," 	79,330 "
2798,FIELD SERV REP 2, 	1.00 ," 	62,339 "
VACANT,VACANT,VACANT,VACANT
1698,WATER CIVIL TECH 3, 	1.00 ," 	66,987 "
1948,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
3687,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
2804,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2440,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2103,DIVISION FIRE CHIEF, 	1.00 ," 	111,647 "
1342,FIRE LIEUTENANT, 	1.00 ," 	94,820 "
2295,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2167,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
4139,FIRE APPARATUS ENGR, 	1.00 ," 	76,988 "
2365,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
2138,DIVISION FIRE CHIEF, 	1.00 ," 	112,662 "
3850,FIRE APPARATUS ENGR, 	1.00 ," 	80,838 "
3926,FIRE APPARATUS ENGR, 	1.00 ," 	73,780 "
1140,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
1785,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
6783,FIREFIGHTER PARAMEDI, 	1.00 ," 	65,192 "
3457,FIRE APPARATUS ENGR, 	1.00 ," 	72,497 "
3317,FIRE APPARATUS ENGR, 	1.00 ," 	79,554 "
3805,FIRE LIEUTENANT, 	1.00 ," 	86,391 "
1422,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
1638,FIREFIGHTER PARAMEDI, 	1.00 ," 	83,341 "
1317,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
2849,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
3201,FIREFIGHTER PARAMEDI, 	1.00 ," 	79,612 "
4000,FIRE APPARATUS ENGR, 	1.00 ," 	73,139 "
2388,FIRE APPARATUS ENGR, 	1.00 ," 	79,554 "
3094,FIRE APPARATUS ENGR, 	1.00 ," 	75,705 "
1809,FIRE APPARATUS ENGR, 	1.00 ," 	82,121 "
1843,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
1849,FIRE LIEUTENANT, 	1.00 ," 	88,499 "
2505,FIRE APPARATUS ENGR, 	1.00 ," 	79,309 "
3556,FIRE APPARATUS ENGR, 	1.00 ," 	82,121 "
3675,FIRE LIEUTENANT, 	1.00 ," 	86,392 "
6719,FIREFIGHTER, 	1.00 ," 	59,265 "
1844,FIRE LIEUTENANT, 	1.00 ," 	89,201 "
3890,FIRE LIEUTENANT, 	1.00 ," 	89,903 "
1792,FIREFIGHTER, 	1.00 ," 	75,156 "
4042,FIREFIGHTER-13, 	1.00 ," 	70,267 "
2218,FIREFIGHTER, 	1.00 ," 	64,768 "
2025,FIREFIGHTER, 	1.00 ," 	72,712 "
2057,FIREFIGHTER, 	1.00 ," 	72,711 "
2943,FIREFIGHTER, 	1.00 ," 	73,933 "
3096,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
1836,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
2853,DIVISION FIRE CHIEF, 	1.00 ," 	112,662 "
2887,FIRE LIEUTENANT, 	1.00 ," 	94,820 "
2399,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
3939,FIRE LIEUTENANT, 	1.00 ," 	87,094 "
2636,FIRE APPARATUS ENGR, 	1.00 ," 	82,121 "
3056,FIREFIGHTER PARAMEDI, 	1.00 ," 	90,399 "
3070,FIRE APPARATUS ENGR, 	1.00 ," 	79,554 "
2066,FIREFIGHTER, 	1.00 ," 	75,766 "
1098,FIREFIGHTER, 	1.00 ," 	76,378 "
1645,FIREFIGHTER, 	1.00 ," 	53,749 "
1395,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
1240,FIREFIGHTER-13, 	1.00 ," 	76,378 "
1219,FIREFIGHTER, 	1.00 ," 	69,045 "
6782,FIREFIGHTER, 	1.00 ," 	59,265 "
3402,FIREFIGHTER, 	1.00 ," 	78,211 "
3095,FIREFIGHTER PARAMEDI, 	1.00 ," 	83,766 "
2007,FIREFIGHTER, 	1.00 ," 	80,898 "
2533,FIREFIGHTER, 	1.00 ," 	64,768 "
2033,FIRE APPARATUS ENGR, 	1.00 ," 	81,998 "
1260,FIREFIGHTER, 	1.00 ," 	73,933 "
2837,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
2464,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
3099,FIRE APPARATUS ENGR, 	1.00 ," 	78,271 "
1777,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
2140,FIREFIGHTER PARAMEDI, 	1.00 ," 	86,702 "
2040,FIREFIGHTER PARAMEDI, 	1.00 ," 	85,842 "
2329,FIRE LIEUTENANT, 	1.00 ," 	93,415 "
2317,FIREFIGHTER PARAMEDI, 	1.00 ," 	85,842 "
4108,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 "
1130,FIRE LIEUTENANT, 	1.00 ," 	89,201 "
VACANT,VACANT,VACANT,VACANT
2149,FIRE LIEUTENANT, 	1.00 ," 	80,070 "
3453,FIREFIGHTER PARAMEDI, 	1.00 ," 	71,304 "
2582,FIREFIGHTER, 	1.00 ," 	76,378 "
2830,FIRE APPARATUS ENGR, 	1.00 ," 	80,838 "
1632,FIRE APPARATUS ENGR, 	1.00 ," 	76,988 "
5764,FIREFIGHTER, 	1.00 ," 	50,707 "
2523,FIREFIGHTER, 	1.00 ," 	75,766 "
1255,FIREFIGHTER, 	1.00 ," 	78,211 "
3132,FIREFIGHTER PARAMEDI, 	1.00 ," 	79,981 "
1099,DIVISION FIRE CHIEF, 	1.00 ," 	113,677 "
4060,FIREFIGHTER PARAMEDI, 	1.00 ," 	83,766 "
1701,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
3116,FIRE APPARATUS ENGR, 	1.00 ," 	73,780 "
2213,FIREFIGHTER, 	1.00 ," 	72,100 "
1928,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2338,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
3557,FIREFIGHTER, 	1.00 ," 	78,211 "
3894,FIRE LIEUTENANT, 	1.00 ," 	89,201 "
1830,FIREFIGHTER, 	1.00 ," 	80,655 "
1584,FIREFIGHTER, 	1.00 ," 	78,822 "
2542,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
3248,FIRE LIEUTENANT, 	1.00 ," 	89,201 "
1137,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
3801,FIREFIGHTER, 	1.00 ," 	68,434 "
3888,FIRE LIEUTENANT, 	1.00 ," 	89,903 "
2503,FIREFIGHTER, 	1.00 ," 	64,768 "
2750,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
6771,FIREFIGHTER PARAMEDI, 	1.00 ," 	65,192 "
2397,FIREFIGHTER PARAMEDI, 	1.00 ," 	75,276 "
3010,FIREFIGHTER PARAMEDI, 	1.00 ," 	85,358 "
3552,FIRE CHIEF-ASST, 	1.00 ," 	133,034 "
1864,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,629 "
1497,FIREFIGHTER, 	1.00 ," 	75,766 "
3423,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
1496,FIREFIGHTER, 	1.00 ," 	69,656 "
2324,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
2370,FIRE CAPT, 	1.00 ," 	92,419 "
2340,FIRE LIEUTENANT, 	1.00 ," 	88,499 "
2646,FIRE APPARATUS ENGR, 	1.00 ," 	87,253 "
3127,FIREFIGHTER, 	1.00 ," 	66,601 "
2745,FIREFIGHTER PARAMEDI, 	1.00 ," 	86,188 "
3468,FIREFIGHTER, 	1.00 ," 	57,254 "
2333,FIREFIGHTER PARAMEDI, 	1.00 ," 	90,688 "
3436,FIREFIGHTER, 	1.00 ," 	76,378 "
6000,FIREFIGHTER, 	1.00 ," 	50,707 "
9412,FIREFIGHTER, 	1.00 ," 	55,586 "
3838,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
4115,FIRE LIEUTENANT, 	1.00 ," 	82,880 "
3832,FIRE APPARATUS ENGR, 	1.00 ," 	79,554 "
4183,FIREFIGHTER, 	1.00 ," 	72,100 "
VACANT,VACANT,VACANT,VACANT
9413,FIREFIGHTER, 	1.00 ," 	55,586 "
3183,FIREFIGHTER, 	1.00 ," 	71,490 "
2851,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
VACANT,VACANT,VACANT,VACANT
1294,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
2738,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2512,FIREFIGHTER PARAMEDI, 	1.00 ," 	88,046 "
1566,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
2652,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
2052,FIREFIGHTER, 	1.00 ," 	73,323 "
2631,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
1521,FIRE APPARATUS ENGR, 	1.00 ," 	71,856 "
2391,FIRE APPARATUS ENGR, 	1.00 ," 	73,780 "
2334,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
1072,FIREFIGHTER, 	1.00 ," 	72,100 "
3221,FIREFIGHTER, 	1.00 ," 	75,766 "
1875,FIREFIGHTER, 	1.00 ," 	66,601 "
1996,FIREFIGHTER PARAMEDI, 	1.00 ," 	88,046 "
1358,FIREFIGHTER-13, 	1.00 ," 	73,933 "
2675,FIRE APPARATUS ENGR, 	1.00 ," 	75,063 "
5995,FIREFIGHTER, 	1.00 ," 	55,586 "
1041,DIVISION FIRE CHIEF, 	1.00 ," 	110,632 "
3555,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
7780,FIREFIGHTER, 	1.00 ," 	57,427 "
3191,FIRE LIEUTENANT, 	1.00 ," 	87,094 "
1653,FIREFIGHTER, 	1.00 ," 	68,434 "
2525,FIRE APPARATUS ENGR, 	1.00 ," 	82,669 "
2413,FIREFIGHTER, 	1.00 ," 	81,877 "
3256,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
3002,FIREFIGHTER, 	1.00 ," 	70,878 "
3049,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 "
2065,FIREFIGHTER, 	1.00 ," 	70,267 "
3286,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
2751,FIREFIGHTER PARAMEDI, 	1.00 ," 	79,612 "
3959,FIREFIGHTER, 	1.00 ," 	75,766 "
3798,FIREFIGHTER PARAMEDI, 	1.00 ," 	73,260 "
1030,FIREFIGHTER, 	1.00 ," 	73,933 "
1356,FIREFIGHTER, 	1.00 ," 	78,211 "
1877,FIRE APPARATUS ENGR, 	1.00 ," 	75,705 "
1101,FIREFIGHTER, 	1.00 ," 	75,766 "
2711,FIRE LIEUTENANT, 	1.00 ," 	87,094 "
3196,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
1857,FIREFIGHTER, 	1.00 ," 	73,933 "
1766,FIREFIGHTER, 	1.00 ," 	72,748 "
7853,FIREFIGHTER, 	1.00 ," 	59,265 "
2070,FIREFIGHTER, 	1.00 ," 	72,100 "
4026,FIRE APPARATUS ENGR, 	1.00 ," 	82,121 "
6781,FIREFIGHTER PARAMEDI, 	1.00 ," 	65,192 "
3914,FIREFIGHTER-13, 	1.00 ," 	76,989 "
3562,FIRE APPARATUS ENGR, 	1.00 ," 	78,913 "
1246,DIVISION FIRE CHIEF, 	1.00 ," 	112,662 "
1048,FIRE APPARATUS ENGR, 	1.00 ," 	82,121 "
3306,FIREFIGHTER PARAMEDI, 	1.00 ," 	77,293 "
2035,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
1001,FIREFIGHTER, 	1.00 ," 	78,822 "
4037,FIREFIGHTER-13, 	1.00 ," 	75,766 "
2712,FIRE LIEUTENANT, 	1.00 ," 	89,201 "
3987,FIRE APPARATUS ENGR, 	1.00 ," 	77,630 "
3620,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
1038,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
3968,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,996 "
7861,FIREFIGHTER, 	1.00 ," 	59,265 "
2722,FIREFIGHTER, 	1.00 ," 	73,933 "
3625,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
2705,FIREFIGHTER-13, 	1.00 ," 	80,044 "
3768,FIREFIGHTER PARAMEDI, 	1.00 ," 	82,381 "
6774,FIREFIGHTER-13, 	1.00 ," 	59,265 "
2978,FIRE LIEUTENANT, 	1.00 ," 	91,308 "
1907,FIRE CHIEF-ASST, 	1.00 ," 	131,846 "
2506,FIREFIGHTER PARAMEDI, 	1.00 ," 	80,653 "
9414,FIREFIGHTER, 	1.00 ," 	55,586 "
3856,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
1850,FIREFIGHTER PARAMEDI, 	1.00 ," 	73,260 "
3834,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
3841,FIREFIGHTER PARAMEDI, 	1.00 ," 	79,612 "
1091,FIRE APPARATUS ENGR-13, 	1.00 ," 	84,045 "
2934,FIRE APPARATUS ENGR, 	1.00 ," 	73,780 "
3899,FIRE LIEUTENANT, 	1.00 ," 	90,606 "
VACANT,VACANT,VACANT,VACANT
3088,FIREFIGHTER PARAMEDI, 	1.00 ," 	85,358 "
3979,FIREFIGHTER PARAMEDI, 	1.00 ," 	88,046 "
3960,FIRE APPARATUS ENGR, 	1.00 ," 	73,780 "
3435,FIREFIGHTER, 	1.00 ," 	75,766 "
1870,FIRE LIEUTENANT, 	1.00 ," 	84,284 "
1980,FIRE APPARATUS ENGR, 	1.00 ," 	75,063 "
1517,FIREFIGHTER, 	1.00 ," 	75,156 "
1063,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,325 "
2935,FIREFIGHTER-13, 	1.00 ," 	62,935 "
1480,FIREFIGHTER, 	1.00 ," 	78,822 "
3241,FIRE APPARATUS ENGR, 	1.00 ," 	75,705 "
3547,FIRE CHIEF-ASST, 	1.00 ," 	131,846 "
3091,FIREFIGHTER, 	1.00 ," 	78,822 "
1985,FIREFIGHTER PARAMEDI, 	1.00 ," 	90,688 "
2154,FIREFIGHTER PARAMEDI, 	1.00 ," 	85,842 "
2697,FIRE LIEUTENANT, 	1.00 ," 	93,415 "
2664,FIREFIGHTER, 	1.00 ," 	78,822 "
1028,FIREFIGHTER, 	1.00 ," 	78,211 "
1515,FIRE LIEUTENANT, 	1.00 ," 	88,499 "
3075,FIREFIGHTER, 	1.00 ," 	64,768 "
4076,FIRE APPARATUS ENGR, 	1.00 ," 	79,554 "
4124,FIREFIGHTER PARAMEDI, 	1.00 ," 	89,304 "
1096,FIREFIGHTER PARAMEDI, 	1.00 ," 	84,458 "
1466,FIREFIGHTER, 	1.00 ," 	70,267 "
2660,FIREFIGHTER, 	1.00 ," 	78,822 "
3775,FIRE LIEUTENANT, 	1.00 ," 	86,392 "
3080,FIRE APPARATUS ENGR, 	1.00 ," 	82,762 "
1825,FIREFIGHTER PARAMEDI, 	1.00 ," 	81,689 "
2234,FIRE LIEUTENANT, 	1.00 ," 	88,499 "
2644,FIRE LIEUTENANT, 	1.00 ," 	93,415 "
VACANT,VACANT,VACANT,VACANT
2137,FIRE CHIEF, 	1.00 ," 	152,111 "
3263,FIRE PROTECTION ENGR, 	1.00 ," 	97,393 "
7691,FIRE PUB INFO SPEC 2, 	1.00 ," 	80,753 "
2150,FIRE CODE ENFORCE 3, 	1.00 ," 	77,585 "
2969,FIRE ED/ENFC OFF 2, 	1.00 ," 	72,840 "
9716,FIRE CODE ENFORCE 1-16, 	1.00 ," 	54,117 "
6433,FIRE ADM SERV MGR, 	1.00 ," 	80,753 "
3800,ADMIN CLK 1, 	1.00 ," 	54,698 "
2026,ADMIN ASST, 	1.00 ," 	59,541 "
6309,FIRE CODE ENFORCE 2-16, 	1.00 ," 	62,733 "
3434,FIRE CODE ENFORCE 4, 	1.00 ," 	84,576 "
1250,FIRE CODE ENFORCE 3, 	1.00 ," 	79,781 "
3845,FIRE MARSHAL, 	1.00 ," 	119,691 "
7964,FIRE CODE ENFORCE 2-16, 	1.00 ," 	58,515 "
6278,ADMIN CLK 1, 	1.00 ," 	44,226 "
3365,FIRE CODE ENFORCE 3, 	1.00 ," 	81,245 "
5251,ACCT TECH 2, 	1.00 ," 	52,518 "
3190,FIRE CAPT, 	1.00 ," 	90,940 "
3759,FIREFIGHTER, 	1.00 ," 	78,211 "
2690,FIRE LIEUTENANT, 	1.00 ," 	86,392 "
7854,FIREFIGHTER, 	1.00 ," 	59,265 "
2024,FIRE LIEUTENANT, 	1.00 ," 	83,582 "
3251,FIREFIGHTER, 	1.00 ," 	69,045 "
3447,FIREFIGHTER, 	1.00 ," 	62,935 "
1734,FIREFIGHTER, 	1.00 ," 	75,156 "
3814,FIREFIGHTER, 	1.00 ," 	75,766 "
2197,FIREFIGHTER, 	1.00 ," 	78,822 "
7826,FIREFIGHTER PARAMEDI, 	1.00 ," 	65,192 "
6780,FIREFIGHTER, 	1.00 ," 	59,265 "
3530,FIRE CAPT, 	1.00 ," 	101,292 "
6779,FIREFIGHTER, 	1.00 ," 	59,265 "
2184,FIREFIGHTER, 	1.00 ," 	66,601 "
7855,FIREFIGHTER, 	1.00 ," 	59,265 "
3532,FIRE CAPT, 	1.00 ," 	91,680 "
6778,FIREFIGHTER, 	1.00 ," 	63,414 "
2029,FIRE CAPT, 	1.00 ," 	90,201 "
3035,FIREFIGHTER, 	1.00 ," 	78,822 "
3817,FIREFIGHTER, 	1.00 ," 	70,267 "
7856,FIREFIGHTER, 	1.00 ," 	59,265 "
2131,FIREFIGHTER, 	1.00 ," 	81,266 "
2692,FIREFIGHTER, 	1.00 ," 	70,878 "
1959,FIREFIGHTER, 	1.00 ," 	75,766 "
2852,FIRE CAPT, 	1.00 ," 	95,377 "
6777,FIREFIGHTER, 	1.00 ," 	59,265 "
3935,POLICE OFFICER, 	1.00 ," 	73,934 "
3085,POLICE SGT., 	1.00 ," 	86,702 "
2200,POLICE OFFICER, 	1.00 ," 	76,990 "
4006,POLICE OFFICER, 	1.00 ," 	80,045 "
3629,POLICE OFFICER, 	1.00 ," 	77,601 "
10680,POLICE OFFICER, 	1.00 ," 	56,058 "
1615,DETECTIVE SERGEANT, 	1.00 ," 	88,719 "
7938,POLICE OFFICER, 	1.00 ," 	57,527 "
3478,POLICE OFFICER, 	1.00 ," 	73,934 "
2571,POLICE LT., 	1.00 ," 	99,349 "
3704,POLICE OFFICER, 	1.00 ," 	79,434 "
1276,POLICE OFFICER, 	1.00 ," 	79,434 "
1596,POLICE OFFICER, 	1.00 ," 	78,212 "
1010,POLICE OFFICER, 	1.00 ," 	78,212 "
3610,ASST POLICE CHIEF, 	1.00 ," 	129,420 "
2373,POLICE SGT., 	1.00 ," 	86,030 "
3812,POLICE OFFICER, 	1.00 ," 	75,768 "
3747,POLICE OFFICER, 	1.00 ," 	79,434 "
4127,POLICE OFFICER, 	1.00 ," 	72,101 "
3748,DETECTIVE SERGEANT, 	1.00 ," 	84,686 "
3950,POLICE OFFICER, 	1.00 ," 	78,823 "
1556,POLICE LT., 	1.00 ," 	99,349 "
1224,POLICE OFFICER, 	1.00 ," 	73,934 "
2927,POLICE OFFICER, 	1.00 ," 	73,934 "
1394,POLICE SGT., 	1.00 ," 	83,342 "
3818,POLICE OFFICER, 	1.00 ," 	73,934 "
3560,POLICE SGT., 	1.00 ," 	86,702 "
7939,POLICE OFFICER, 	1.00 ," 	57,527 "
9359,POLICE OFFICER, 	1.00 ," 	56,058 "
2207,POLICE OFFICER, 	1.00 ," 	78,212 "
2715,POLICE OFFICER, 	1.00 ," 	75,768 "
3471,POLICE OFFICER, 	1.00 ," 	73,934 "
3908,POLICE OFFICER, 	1.00 ," 	78,823 "
2205,POLICE OFFICER, 	1.00 ," 	78,212 "
3966,POLICE SGT., 	1.00 ," 	86,702 "
1829,POLICE OFFICER, 	1.00 ," 	75,768 "
VACANT,VACANT,VACANT,VACANT
2862,DETECTIVE 1, 	1.00 ," 	82,763 "
1467,POLICE OFFICER, 	1.00 ," 	73,934 "
VACANT,VACANT,VACANT,VACANT
3410,POLICE OFFICER, 	1.00 ," 	73,934 "
3636,DETECTIVE 1, 	1.00 ," 	81,480 "
1736,POLICE LT., 	1.00 ," 	96,688 "
3772,POLICE OFFICER, 	1.00 ," 	78,212 "
3906,POLICE OFFICER, 	1.00 ," 	77,601 "
9366,POLICE OFFICER, 	1.00 ," 	56,058 "
2044,POLICE OFFICER, 	1.00 ," 	79,434 "
2014,DETECTIVE 1, 	1.00 ," 	82,122 "
1443,POLICE OFFICER, 	1.00 ," 	73,934 "
1756,POLICE CAPT, 	1.00 ," 	113,096 "
10696,POLICE OFFICER, 	1.00 ," 	56,058 "
1475,DETECTIVE 1, 	1.00 ," 	79,555 "
2892,POLICE LT., 	1.00 ," 	99,349 "
2434,POLICE OFFICER, 	1.00 ," 	78,212 "
3019,POLICE OFFICER, 	1.00 ," 	78,823 "
1174,POLICE OFFICER, 	1.00 ," 	77,601 "
7952,POLICE OFFICER, 	1.00 ," 	57,527 "
3420,POLICE OFFICER, 	1.00 ," 	81,878 "
1195,DETECTIVE 1, 	1.00 ," 	79,555 "
10681,POLICE OFFICER, 	1.00 ," 	56,058 "
3892,POLICE SGT., 	1.00 ," 	83,342 "
1456,POLICE OFFICER, 	1.00 ," 	75,768 "
4032,POLICE OFFICER, 	1.00 ," 	75,768 "
1800,POLICE OFFICER, 	1.00 ," 	78,823 "
3269,POLICE INVESTIGATOR, 	1.00 ," 	83,405 "
1251,POLICE LT., 	1.00 ," 	99,349 "
3871,POLICE OFFICER, 	1.00 ," 	70,268 "
2520,POLICE OFFICER, 	1.00 ," 	75,768 "
2313,POLICE OFFICER, 	1.00 ," 	78,823 "
10697,POLICE OFFICER, 	1.00 ," 	56,058 "
2737,POLICE OFFICER, 	1.00 ," 	77,601 "
1506,DETECTIVE 1, 	1.00 ," 	79,555 "
1324,POLICE OFFICER, 	1.00 ," 	73,934 "
10682,POLICE OFFICER, 	1.00 ," 	56,058 "
4012,POLICE SGT., 	1.00 ," 	83,342 "
4036,POLICE OFFICER, 	1.00 ," 	78,212 "
1617,DETECTIVE 1, 	1.00 ," 	83,405 "
2196,POLICE OFFICER, 	1.00 ," 	75,156 "
3209,POLICE OFFICER, 	1.00 ," 	81,267 "
2816,POLICE OFFICER, 	1.00 ," 	78,212 "
9374,POLICE OFFICER, 	1.00 ," 	56,058 "
3713,POLICE CAPT, 	1.00 ," 	109,407 "
10683,POLICE OFFICER, 	1.00 ," 	56,058 "
1035,POLICE SGT., 	1.00 ," 	86,030 "
2717,POLICE OFFICER, 	1.00 ," 	78,212 "
3829,DETECTIVE 1, 	1.00 ," 	80,838 "
1981,DETECTIVE 1, 	1.00 ," 	81,480 "
2055,POLICE OFFICER, 	1.00 ," 	75,768 "
3916,POLICE OFFICER, 	1.00 ," 	73,934 "
1156,POLICE SGT., 	1.00 ," 	86,702 "
2936,POLICE OFFICER, 	1.00 ," 	78,823 "
3642,POLICE OFFICER, 	1.00 ," 	68,435 "
3275,POLICE SGT., 	1.00 ," 	81,325 "
3113,DETECTIVE 1, 	1.00 ," 	79,555 "
9379,POLICE OFFICER, 	1.00 ," 	56,058 "
1102,POLICE OFFICER, 	1.00 ," 	73,934 "
9375,POLICE OFFICER, 	1.00 ," 	56,058 "
2702,POLICE SGT., 	1.00 ," 	81,997 "
3951,POLICE OFFICER, 	1.00 ," 	75,768 "
2015,DETECTIVE 1, 	1.00 ," 	81,480 "
1329,DETECTIVE 1, 	1.00 ," 	82,122 "
3077,POLICE OFFICER, 	1.00 ," 	78,212 "
VACANT,VACANT,VACANT,VACANT
3944,POLICE OFFICER, 	1.00 ," 	73,934 "
6382,POLICE OFFICER, 	1.00 ," 	59,232 "
2930,POLICE OFFICER, 	1.00 ," 	73,934 "
2866,POLICE INVESTIGATOR, 	1.00 ," 	83,405 "
3789,DETECTIVE 1, 	1.00 ," 	83,405 "
1135,POLICE OFFICER, 	1.00 ," 	76,378 "
3769,POLICE OFFICER, 	1.00 ," 	78,823 "
7940,POLICE OFFICER, 	1.00 ," 	57,527 "
2008,POLICE OFFICER, 	1.00 ," 	76,378 "
2502,DETECTIVE 1, 	1.00 ," 	82,763 "
4138,POLICE SGT., 	1.00 ," 	86,702 "
3554,POLICE LT., 	1.00 ," 	91,367 "
2481,POLICE LT., 	1.00 ," 	92,197 "
3223,POLICE OFFICER, 	1.00 ," 	75,157 "
2563,POLICE LT., 	1.00 ," 	99,349 "
10700,POLICE OFFICER, 	1.00 ," 	56,058 "
1483,POLICE OFFICER, 	1.00 ," 	73,934 "
2908,POLICE SGT., 	1.00 ," 	83,342 "
4166,DETECTIVE 1, 	1.00 ," 	79,555 "
2210,POLICE OFFICER, 	1.00 ," 	78,212 "
2195,DETECTIVE 1, 	1.00 ," 	82,122 "
