Employee #,Filled Position Description,Filled FTE Percent,Current Salary
3504,ASST CITY ATTY,1," 	146,500 "
1041,DIVISION FIRE CHIEF,1," 	106,325 "
2033,FIRE APPARATUS ENGR,1," 	77,496 "
7780,FIREFIGHTER,1," 	56,858 "
3190,FIRE LIEUTENANT,1," 	86,231 "
1653,FIREFIGHTER,1," 	67,757 "
2525,FIRE APPARATUS ENGR,1," 	81,851 "
2413,FIREFIGHTER,1," 	81,066 "
3256,FIRE APPARATUS ENGR,1," 	81,943 "
3002,FIREFIGHTER,1," 	69,572 "
3049,FIREFIGHTER PARAMEDI,1," 	88,419 "
2065,FIREFIGHTER,1," 	69,572 "
3286,FIREFIGHTER PARAMEDI,1," 	74,531 "
2751,FIREFIGHTER PARAMEDI,1," 	78,824 "
3959,FIREFIGHTER,1," 	75,017 "
3798,FIREFIGHTER PARAMEDI,1," 	79,855 "
1030,FIREFIGHTER,1," 	71,387 "
1356,FIREFIGHTER,1," 	75,621 "
1877,FIRE APPARATUS ENGR,1," 	74,956 "
1101,FIREFIGHTER,1," 	75,017 "
2711,FIRE LIEUTENANT,1," 	86,231 "
3196,FIRE LIEUTENANT,1," 	90,404 "
1857,FIREFIGHTER,1," 	71,387 "
1766,FIREFIGHTER,1," 	72,748 "
7853,FIREFIGHTER,1," 	56,858 "
2070,FIREFIGHTER,1," 	71,387 "
4026,FIRE APPARATUS ENGR,1," 	78,767 "
6781,FIREFIGHTER PARAMEDI,1," 	64,546 "
VACANT,VACANT,VACANT,VACANT
3562,FIRE APPARATUS ENGR,1," 	77,496 "
1246,DIVISION FIRE CHIEF,1," 	108,276 "
1048,FIRE APPARATUS ENGR,1," 	81,308 "
3306,FIREFIGHTER PARAMEDI,1," 	76,527 "
2035,FIRE LIEUTENANT,1," 	89,709 "
1001,FIREFIGHTER,1," 	78,041 "
4108,FIRE APPARATUS ENGR-13,1," 	76,861 "
2712,FIRE LIEUTENANT,1," 	86,231 "
VACANT,VACANT,VACANT,VACANT
3620,FIRE APPARATUS ENGR,1," 	81,943 "
1038,FIREFIGHTER PARAMEDI,1," 	80,520 "
3968,FIREFIGHTER PARAMEDI,1," 	89,105 "
7861,FIREFIGHTER,1," 	56,858 "
2722,FIREFIGHTER,1," 	71,387 "
3625,FIRE APPARATUS ENGR,1," 	81,943 "
3987,FIRE APPARATUS ENGR-13,1," 	76,861 "
3768,FIREFIGHTER PARAMEDI,1," 	79,509 "
1448,FIREFIGHTER PARAMEDI,1," 	74,531 "
2978,FIRE LIEUTENANT,1," 	90,404 "
1907,FIRE CHIEF-ASST,1," 	126,714 "
2506,FIREFIGHTER PARAMEDI,1," 	79,855 "
2705,FIREFIGHTER,1," 	75,017 "
3856,FIRE APPARATUS ENGR,1," 	81,943 "
1850,FIREFIGHTER PARAMEDI,1," 	72,535 "
3834,FIREFIGHTER PARAMEDI,1," 	80,520 "
3841,FIREFIGHTER PARAMEDI,1," 	79,166 "
3926,FIRE APPARATUS ENGR-13,1," 	73,050 "
2934,FIRE APPARATUS ENGR,1," 	71,144 "
3899,FIRE LIEUTENANT,1," 	89,709 "
VACANT,VACANT,VACANT,VACANT
3088,FIREFIGHTER PARAMEDI,1," 	84,513 "
3979,FIREFIGHTER PARAMEDI,1," 	86,510 "
3960,FIRE APPARATUS ENGR,1," 	73,050 "
3435,FIREFIGHTER,1," 	73,201 "
1870,FIRE LIEUTENANT,1," 	82,754 "
1980,FIRE APPARATUS ENGR,1," 	74,320 "
1517,FIREFIGHTER,1," 	73,806 "
1063,FIREFIGHTER PARAMEDI,1," 	80,520 "
2040,FIREFIGHTER PARAMEDI,1," 	80,520 "
1480,FIREFIGHTER,1," 	78,041 "
3241,FIRE APPARATUS ENGR,1," 	74,955 "
3547,FIRE CHIEF-ASST,1," 	126,714 "
3091,FIREFIGHTER,1," 	78,041 "
1985,FIREFIGHTER PARAMEDI,1," 	89,790 "
2154,FIREFIGHTER PARAMEDI,1," 	84,307 "
2697,FIRE LIEUTENANT,1," 	92,490 "
2664,FIREFIGHTER,1," 	78,041 "
1028,FIREFIGHTER,1," 	77,436 "
1515,FIRE LIEUTENANT,1," 	87,622 "
3075,FIREFIGHTER,1," 	64,127 "
4076,FIRE APPARATUS ENGR,1," 	78,767 "
4124,FIREFIGHTER PARAMEDI,1," 	88,419 "
1096,FIREFIGHTER PARAMEDI,1," 	82,250 "
1466,FIREFIGHTER,1," 	69,572 "
2660,FIREFIGHTER,1," 	77,436 "
3775,FIRE LIEUTENANT,1," 	85,536 "
3080,FIRE APPARATUS ENGR,1," 	81,943 "
1825,FIREFIGHTER PARAMEDI,1," 	80,880 "
2234,FIRE LIEUTENANT,1," 	87,622 "
2644,FIRE LIEUTENANT,1," 	87,622 "
1703,FIRE APPARATUS ENGR,1," 	80,673 "
2137,FIRE CHIEF,1," 	150,605 "
3263,FIRE PROTECTION ENGR,1," 	96,429 "
7691,FIRE PUB INFO SPEC 1-18,1," 	69,518 "
2150,FIRE CODE ENFORCE 3,1," 	76,817 "
2969,FIRE ED/ENFC OFF 2,1," 	72,119 "
9716,FIRE CODE ENFORCE 1-16,1," 	53,582 "
6433,FIRE ADM SERV MGR,1," 	76,342 "
3800,ADMIN CLK 1,1," 	53,664 "
2061,ADMIN ASST,1," 	52,118 "
6309,FIRE CODE ENFORCE 2-16,1," 	60,086 "
3434,FIRE CODE ENFORCE 4,1," 	83,738 "
1250,FIRE CODE ENFORCE 3,1," 	78,266 "
3845,FIRE MARSHAL,1," 	118,506 "
7964,FIRE CODE ENFORCE 1-16,1," 	55,109 "
2026,ADMIN CLK 1,1," 	54,157 "
3365,FIRE CODE ENFORCE 3,1," 	80,440 "
5251,ACCT TECH 2,1," 	50,615 "
3191,FIRE CAPT,1," 	90,040 "
3759,FIREFIGHTER,1," 	77,436 "
2690,FIRE LIEUTENANT,1," 	85,536 "
7854,FIREFIGHTER,1," 	56,858 "
2024,FIRE LIEUTENANT,1," 	82,754 "
3251,FIREFIGHTER,1," 	68,362 "
3447,FIREFIGHTER,1," 	60,497 "
1734,FIREFIGHTER,1," 	74,411 "
3814,FIREFIGHTER,1," 	75,017 "
2197,FIREFIGHTER,1," 	77,436 "
7826,FIREFIGHTER PARAMEDI,1," 	62,544 "
6780,FIREFIGHTER,1," 	58,678 "
3530,FIRE CAPT,1," 	99,557 "
6779,FIREFIGHTER,1," 	58,678 "
2184,FIREFIGHTER,1," 	65,942 "
7855,FIREFIGHTER,1," 	56,858 "
3532,FIRE CAPT,1," 	90,773 "
6778,FIREFIGHTER,1," 	58,678 "
2029,FIRE CAPT,1," 	89,308 "
3035,FIREFIGHTER,1," 	78,041 "
3817,FIREFIGHTER,1," 	67,757 "
7856,FIREFIGHTER,1," 	56,858 "
2131,FIREFIGHTER,1," 	80,461 "
2692,FIREFIGHTER,1," 	70,177 "
1959,FIREFIGHTER,1," 	75,017 "
2852,FIRE CAPT,1," 	94,432 "
6777,FIREFIGHTER,1," 	58,678 "
3935,POLICE OFFICER,1," 	71,387 "
3085,POLICE SGT.,1," 	85,844 "
2200,POLICE OFFICER,1," 	76,227 "
4006,POLICE OFFICER,1," 	79,252 "
3629,POLICE OFFICER,1," 	76,832 "
3439,POLICE OFFICER,1," 	75,017 "
1344,DETECTIVE SERGEANT,1," 	86,509 "
7938,POLICE OFFICER,1," 	56,957 "
3478,POLICE OFFICER,1," 	71,387 "
2571,POLICE LT.,1," 	97,487 "
3704,POLICE OFFICER,1," 	78,042 "
1276,POLICE OFFICER,1," 	78,647 "
1596,POLICE OFFICER,1," 	77,437 "
1010,POLICE OFFICER,1," 	77,437 "
3610,ASST POLICE CHIEF,1," 	128,139 "
2373,POLICE SGT.,1," 	85,179 "
3812,POLICE OFFICER,1," 	75,017 "
3747,POLICE OFFICER,1," 	78,647 "
4127,POLICE OFFICER,1," 	69,573 "
2481,DETECTIVE SERGEANT,1," 	85,844 "
3950,POLICE OFFICER,1," 	78,042 "
1556,POLICE LT.,1," 	95,629 "
1224,POLICE OFFICER,1," 	73,202 "
2927,POLICE OFFICER,1," 	73,202 "
1394,POLICE SGT.,1," 	82,517 "
3818,POLICE OFFICER,1," 	73,202 "
3560,POLICE SGT.,1," 	85,844 "
7939,POLICE OFFICER,1," 	56,957 "
9359,POLICE OFFICER,1," 	55,502 "
2207,POLICE OFFICER,1," 	77,437 "
2715,POLICE OFFICER,1," 	75,017 "
3471,POLICE OFFICER,1," 	73,202 "
3908,POLICE OFFICER,1," 	77,437 "
2205,POLICE OFFICER,1," 	77,437 "
3966,POLICE SGT.,1," 	85,844 "
1829,POLICE OFFICER,1," 	75,017 "
1973,POLICE OFFICER,1," 	71,388 "
2862,DETECTIVE 1,1," 	81,944 "
1467,POLICE OFFICER,1," 	71,387 "
1834,POLICE OFFICER,1," 	75,017 "
3410,POLICE OFFICER,1," 	71,387 "
3636,DETECTIVE 1,1," 	80,673 "
1736,POLICE LT.,1," 	95,730 "
3772,POLICE OFFICER,1," 	77,437 "
3906,POLICE OFFICER,1," 	76,832 "
9366,POLICE OFFICER,1," 	55,502 "
2044,POLICE OFFICER,1," 	78,647 "
2014,DETECTIVE 1,1," 	81,309 "
1443,POLICE OFFICER,1," 	71,387 "
1756,POLICE CAPT,1," 	111,976 "
9367,POLICE OFFICER,1," 	55,502 "
1475,DETECTIVE 1,1," 	78,768 "
2892,POLICE LT.,1," 	98,365 "
2434,POLICE OFFICER,1," 	77,437 "
3019,POLICE OFFICER,1," 	78,042 "
1174,POLICE OFFICER,1," 	76,832 "
7952,POLICE OFFICER,1," 	56,957 "
3420,POLICE OFFICER,1," 	81,067 "
1195,DETECTIVE 1,1," 	78,768 "
1979,POLICE OFFICER,1," 	78,042 "
3892,POLICE SGT.,1," 	82,517 "
1456,POLICE OFFICER,1," 	75,017 "
4032,POLICE OFFICER,1," 	75,017 "
1800,POLICE OFFICER,1," 	78,042 "
3269,POLICE INVESTIGATOR,1," 	81,944 "
1251,POLICE LT.,1," 	97,487 "
3871,POLICE OFFICER,1," 	69,573 "
2520,POLICE OFFICER,1," 	75,017 "
2313,POLICE OFFICER,1," 	78,042 "
1407,POLICE OFFICER,1," 	78,042 "
2737,POLICE OFFICER,1," 	76,832 "
1506,DETECTIVE 1,1," 	78,768 "
1324,POLICE OFFICER,1," 	73,202 "
VACANT,VACANT,VACANT,VACANT
4012,POLICE SGT.,1," 	82,517 "
4036,POLICE OFFICER,1," 	77,437 "
1617,DETECTIVE 1,1," 	82,579 "
2196,POLICE OFFICER,1," 	73,807 "
3209,POLICE OFFICER,1," 	80,462 "
2816,POLICE OFFICER,1," 	77,437 "
9374,POLICE OFFICER,1," 	55,502 "
1976,POLICE CAPT,1," 	108,694 "
7031,POLICE OFFICER,1," 	56,957 "
1035,POLICE SGT.,1," 	85,179 "
2717,POLICE OFFICER,1," 	77,437 "
3829,DETECTIVE 1,1," 	80,038 "
1981,DETECTIVE 1,1," 	80,673 "
2055,POLICE OFFICER,1," 	75,017 "
3916,POLICE OFFICER,1," 	71,387 "
1156,POLICE SGT.,1," 	85,844 "
2936,POLICE OFFICER,1," 	78,042 "
3642,POLICE OFFICER,1," 	67,758 "
3275,POLICE SGT.,1," 	80,520 "
3113,DETECTIVE 1,1," 	78,768 "
9379,POLICE OFFICER,1," 	55,502 "
1102,POLICE OFFICER,1," 	73,202 "
9375,POLICE OFFICER,1," 	55,502 "
2702,POLICE SGT.,1," 	81,186 "
3951,POLICE OFFICER,1," 	75,017 "
3748,DETECTIVE 1,1," 	79,403 "
1329,DETECTIVE 1,1," 	81,309 "
3077,POLICE OFFICER,1," 	77,437 "
1117,POLICE OFFICER,1," 	80,462 "
3944,POLICE OFFICER,1," 	71,387 "
6382,POLICE OFFICER,1," 	58,646 "
2930,POLICE OFFICER,1," 	73,202 "
2866,POLICE INVESTIGATOR,1," 	81,944 "
3789,DETECTIVE 1,1," 	81,944 "
1135,POLICE OFFICER,1," 	73,807 "
3769,POLICE OFFICER,1," 	78,042 "
7940,POLICE OFFICER,1," 	56,957 "
2008,POLICE OFFICER,1," 	73,202 "
2502,DETECTIVE 1,1," 	81,309 "
4138,POLICE SGT.,1," 	85,844 "
3146,POLICE LT.,1," 	98,365 "
2022,POLICE LT.,1," 	98,365 "
3223,POLICE OFFICER,1," 	74,413 "
2563,POLICE LT.,1," 	98,365 "
1529,POLICE OFFICER,1," 	73,202 "
1483,POLICE OFFICER,1," 	71,387 "
2908,POLICE SGT.,1," 	82,517 "
4166,DETECTIVE 1,1," 	78,768 "
2210,POLICE OFFICER,1," 	77,437 "
3918,DETECTIVE 1,1," 	81,309 "
1773,POLICE OFFICER,1," 	73,202 "
4132,POLICE OFFICER,1," 	75,622 "
3884,POLICE INVESTIGATOR,1," 	81,309 "
6372,POLICE OFFICER,1," 	58,646 "
3100,POLICE OFFICER,1," 	73,202 "
2870,POLICE OFFICER,1," 	75,017 "
3076,POLICE OFFICER,1," 	75,622 "
3791,POLICE OFFICER,1," 	71,387 "
2236,POLICE OFFICER,1," 	73,202 "
2215,POLICE OFFICER,1," 	73,202 "
3294,POLICE OFFICER,1," 	73,202 "
9368,POLICE OFFICER,1," 	55,502 "
3203,POLICE INVESTIGATOR,1," 	81,309 "
3827,POLICE INVESTIGATOR,1," 	78,768 "
3229,POLICE LT.,1," 	94,775 "
VACANT,VACANT,VACANT,VACANT
3460,POLICE INVESTIGATOR,1," 	76,862 "
4173,POLICE OFFICER,1," 	73,202 "
3242,POLICE OFFICER,1," 	79,252 "
3247,POLICE SGT.,1," 	85,179 "
2545,POLICE OFFICER,1," 	73,202 "
3398,POLICE OFFICER,1," 	80,462 "
2872,POLICE OFFICER,1," 	75,622 "
1509,POLICE OFFICER,1," 	75,017 "
1642,DETECTIVE 1,1," 	81,944 "
2369,POLICE SGT.,1," 	86,509 "
2069,DETECTIVE 1,1," 	81,309 "
1161,DETECTIVE 1,1," 	82,579 "
3150,POLICE CAPT,1," 	111,976 "
2987,POLICE SGT.,1," 	85,178 "
1823,POLICE OFFICER,1," 	77,437 "
1106,POLICE OFFICER,1," 	76,832 "
3891,POLICE OFFICER,1," 	73,202 "
2292,POLICE OFFICER,1," 	77,437 "
1433,POLICE SGT.,1," 	87,175 "
4056,POLICE OFFICER,1," 	77,437 "
VACANT,VACANT,VACANT,VACANT
2703,DETECTIVE 1,1," 	81,309 "
1027,POLICE LT.,1," 	98,365 "
3387,POLICE LT.,1," 	93,921 "
3296,POLICE OFFICER,1," 	75,622 "
3007,POLICE INVESTIGATOR,1," 	80,673 "
3803,POLICE OFFICER,1," 	78,042 "
1934,POLICE CAPT,1," 	111,976 "
1876,POLICE OFFICER,1," 	67,758 "
2293,POLICE OFFICER,1," 	76,227 "
2327,POLICE OFFICER,1," 	76,832 "
2019,POLICE OFFICER,1," 	67,758 "
2009,POLICE OFFICER,1," 	81,067 "
1210,POLICE OFFICER,1," 	78,647 "
7935,POLICE OFFICER,1," 	56,957 "
3905,POLICE OFFICER,1," 	79,252 "
1075,POLICE SGT.,1," 	83,848 "
3649,POLICE OFFICER,1," 	75,017 "
2135,POLICE SGT.,1," 	83,848 "
1484,POLICE INVESTIGATOR,1," 	80,038 "
1512,POLICE OFFICER,1," 	73,202 "
3232,DETECTIVE 1,1," 	81,944 "
3599,POLICE OFFICER,1," 	78,042 "
4169,POLICE OFFICER,1," 	73,202 "
4141,POLICE OFFICER,1," 	78,042 "
3115,POLICE OFFICER,1," 	73,807 "
2864,POLICE INVESTIGATOR,1," 	76,862 "
7941,POLICE OFFICER,1," 	56,957 "
2634,POLICE OFFICER,1," 	75,017 "
2905,POLICE OFFICER,1," 	73,202 "
2674,DETECTIVE 1,1," 	80,673 "
3757,POLICE LT.,1," 	93,068 "
1269,POLICE OFFICER,1," 	78,647 "
1526,POLICE OFFICER,1," 	75,017 "
2555,DETECTIVE 1,1," 	78,768 "
3815,POLICE OFFICER,1," 	73,202 "
3480,POLICE OFFICER,1," 	73,202 "
3658,POLICE OFFICER,1," 	71,387 "
9361,POLICE OFFICER,1," 	55,502 "
2490,POLICE OFFICER,1," 	77,437 "
3335,DETECTIVE 1,1," 	82,579 "
7936,POLICE OFFICER,1," 	56,957 "
3372,POLICE SGT.,1," 	86,509 "
1848,POLICE OFFICER,1," 	73,807 "
4107,DETECTIVE 1,1," 	81,944 "
1758,POLICE OFFICER,1," 	77,437 "
2534,DETECTIVE 1,1," 	80,673 "
1508,POLICE OFFICER,1," 	75,017 "
2848,DETECTIVE SARGEANT,1," 	83,848 "
3078,POLICE OFFICER,1," 	73,202 "
3995,POLICE OFFICER,1," 	71,387 "
3059,POLICE OFFICER,1," 	75,017 "
1319,POLICE OFFICER,1," 	80,462 "
4093,POLICE OFFICER,1," 	75,017 "
3441,POLICE OFFICER,1," 	75,017 "
2208,POLICE SGT.,1," 	85,844 "
1310,DETECTIVE 1,1," 	81,309 "
3708,DETECTIVE 1,1," 	85,120 "
1285,POLICE SGT.,1," 	84,513 "
7950,POLICE OFFICER,1," 	56,957 "
3672,POLICE OFFICER,1," 	75,622 "
9369,POLICE OFFICER,1," 	55,502 "
4165,POLICE OFFICER,1," 	71,387 "
3044,POLICE OFFICER,1," 	77,437 "
3895,POLICE SGT.,1," 	85,844 "
4073,POLICE OFFICER,1," 	75,017 "
2118,POLICE OFFICER,1," 	80,462 "
3551,DETECTIVE 1,1," 	81,944 "
2095,POLICE OFFICER,1," 	78,042 "
2375,POLICE OFFICER,1," 	75,017 "
2975,POLICE OFFICER,1," 	78,647 "
3429,DETECTIVE 1,1," 	81,944 "
3707,DETECTIVE 1,1," 	81,944 "
2741,POLICE OFFICER,1," 	75,017 "
1223,POLICE SGT.,1," 	86,509 "
1066,DETECTIVE 1,1," 	81,309 "
3602,POLICE SGT.,1," 	86,509 "
1615,DETECTIVE 1,1," 	83,849 "
2396,POLICE OFFICER,1," 	73,202 "
2536,POLICE OFFICER,1," 	75,017 "
2175,POLICE OFFICER,1," 	77,437 "
1239,POLICE LT.,1," 	93,068 "
2449,POLICE LT.,1," 	97,487 "
3842,POLICE OFFICER,1," 	73,202 "
9370,POLICE OFFICER,1," 	55,502 "
4163,POLICE OFFICER,1," 	71,387 "
3949,DETECTIVE 1,1," 	82,579 "
3961,POLICE OFFICER,1," 	79,252 "
1245,DETECTIVE 1,1," 	84,485 "
1114,POLICE INVESTIGATOR,1," 	85,120 "
2839,POLICE OFFICER,1," 	77,437 "
4063,DETECTIVE 1,1," 	76,862 "
2020,POLICE SGT.,1," 	85,179 "
1569,POLICE OFFICER,1," 	71,992 "
7943,POLICE OFFICER,1," 	56,957 "
3990,POLICE OFFICER,1," 	76,832 "
1516,POLICE OFFICER,1," 	71,387 "
1293,POLICE OFFICER,1," 	76,832 "
3270,POLICE CAPT,1," 	111,976 "
1004,DETECTIVE 1,1," 	85,120 "
1593,POLICE OFFICER,1," 	76,832 "
1477,POLICE LT.,1," 	98,365 "
9371,POLICE OFFICER,1," 	55,502 "
3897,POLICE OFFICER,1," 	71,387 "
3367,POLICE CAPT,1," 	111,976 "
6373,POLICE OFFICER,1," 	58,646 "
3634,POLICE OFFICER,1," 	78,647 "
2346,POLICE OFFICER,1," 	78,042 "
2539,POLICE OFFICER,1," 	75,017 "
6383,POLICE OFFICER,1," 	58,646 "
2054,POLICE LT.,1," 	97,487 "
1280,POLICE SGT.,1," 	85,179 "
2202,POLICE OFFICER,1," 	79,857 "
3066,DETECTIVE 1,1," 	82,579 "
2550,POLICE OFFICER,1," 	73,202 "
2996,POLICE SGT.,1," 	86,510 "
2376,POLICE SGT.,1," 	85,179 "
2477,POLICE SGT.,1," 	85,179 "
1162,POLICE OFFICER,1," 	75,017 "
2190,POLICE OFFICER,1," 	76,832 "
9362,POLICE OFFICER,1," 	55,502 "
2064,POLICE SGT.,1," 	83,182 "
2001,POLICE OFFICER,1," 	78,042 "
7945,POLICE OFFICER,1," 	56,957 "
3889,POLICE OFFICER,1," 	75,017 "
1339,POLICE OFFICER,1," 	72,597 "
2470,POLICE SGT.,1," 	82,517 "
2984,POLICE OFFICER,1," 	69,573 "
3819,POLICE OFFICER,1," 	73,202 "
3741,POLICE INVESTIGATOR,1," 	82,579 "
6384,POLICE OFFICER,1," 	58,646 "
1665,POLICE OFFICER,1," 	73,202 "
4164,POLICE OFFICER,1," 	71,992 "
2351,POLICE OFFICER,1," 	73,202 "
1254,POLICE OFFICER,1," 	75,017 "
3831,POLICE OFFICER,1," 	77,437 "
3662,DETECTIVE 1,1," 	81,309 "
2529,POLICE CAPT,1," 	109,977 "
VACANT,VACANT,VACANT,VACANT
1819,POLICE OFFICER,1," 	75,017 "
1307,POLICE OFFICER,1," 	76,832 "
4041,POLICE OFFICER,1," 	73,202 "
1770,POLICE OFFICER,1," 	71,387 "
3034,POLICE OFFICER,1," 	77,437 "
7954,POLICE OFFICER,1," 	56,957 "
3003,POLICE CHIEF,1," 	155,546 "
1434,POLICE OFFICER,1," 	75,017 "
VACANT,VACANT,VACANT,VACANT
3714,POLICE OFFICER,1," 	78,647 "
4009,POLICE OFFICER,1," 	78,647 "
3809,POLICE OFFICER,1," 	77,437 "
2325,POLICE OFFICER,1," 	76,227 "
1714,POLICE LT.,1," 	96,608 "
6375,POLICE OFFICER,1," 	58,646 "
3647,POLICE OFFICER,1," 	77,437 "
1076,POLICE OFFICER,1," 	76,832 "
2166,POLICE LT.,1," 	97,487 "
4142,POLICE OFFICER,1," 	77,437 "
1941,POLICE OFFICER,1," 	78,647 "
1070,POLICE CAPT,1," 	111,976 "
4128,POLICE OFFICER,1," 	78,042 "
3750,POLICE OFFICER,1," 	75,622 "
2479,POLICE OFFICER,1," 	71,992 "
6315,POLICE PROPERTY CLK 1-16,1," 	45,199 "
6198,ADMIN CLK 1,1," 	47,598 "
1441,PKG ENFC OFF,1," 	53,758 "
2608,AUTO SVS WKR,1," 	56,900 "
2671,PKG ENFC OFF,1," 	60,068 "
3087,PKG ENFC OFF,1," 	56,762 "
1965,PROGRAM ASST 1,1," 	58,238 "
3808,PKG ENFC OFF,1," 	56,762 "
VACANT,VACANT,VACANT,VACANT
1872,POLICE RPT TYPIST 2,1," 	47,848 "
2225,CLERK-TYP 2,1," 	46,279 "
10231,CLERK-TYP 1-20,1," 	35,803 "
10404,CLERK-TYP 1-20,1," 	35,803 "
4104,PKG ENFC OFF,1," 	60,068 "
3494,POLICE RPT TYPIST 2,1," 	52,834 "
2248,POLICE RPT TYPIST 2,1," 	46,454 "
10279,CLERK-TYP 1-20,1," 	35,803 "
2733,POLICE RPT TYPIST 2,1," 	50,454 "
9719,POLICE PROPERTY CLK 1-16,1," 	47,871 "
2617,POLICE RPT TYPIST 2,1," 	51,406 "
2463,PKG ENFC OFF,1," 	58,415 "
4021,POLICE RPT TYPIST 2,1," 	52,834 "
2355,PKG ENFC OFF,1," 	55,109 "
3330,PKG ENFC OFF,1," 	56,762 "
9033,POLICE RCDS SVS CLK,1," 	42,518 "
3776,POLICE RCDS SVS CLK,1," 	53,310 "
3386,POLICE PROPERTY CLK-16,1," 	56,900 "
2147,PKG ENFC OFF,1," 	56,762 "
2907,ADMIN ASST,1," 	56,658 "
1726,CLERK-TYP 2,1," 	46,279 "
1043,POLICE RPT TYPIST 2,1," 	44,932 "
3947,PKG ENFC OFF,1," 	60,620 "
3830,POLICE RCDS SVS CLK,1," 	50,454 "
1692,POLICE RPT TYPIST 2,1," 	52,834 "
10227,POLICE RPT TYPIST 1-20,1," 	38,836 "
1267,POLICE ADM SERVS MGR,1," 	106,840 "
3510,PROGRAM ASST 1,1," 	58,238 "
2495,ADMIN CLK 1,1," 	49,233 "
2053,PKG ENFC OFF,1," 	59,517 "
1751,ADMIN CLK 1,1," 	54,157 "
1221,POLICE PROPERTY CLK-16,1," 	52,328 "
2378,CLERK-TYP 2,1," 	47,628 "
9958,POLICE RPT TYPIST 1-20,1," 	39,725 "
3259,POLICE RCDS SVS CLK,1," 	52,834 "
1634,CLERK-TYP 2,1," 	47,628 "
1580,PROGRAM ASST 1,1," 	55,118 "
2134,CLERK-TYP 2,1," 	48,526 "
2002,PKG ENFC OFF,1," 	60,068 "
3093,POLICE RPT TYPIST 2,1," 	50,454 "
1690,PKG ENFC OFF,1," 	61,170 "
2173,PKG ENFC OFF,1," 	61,170 "
1172,CLERK-TYP 2,1," 	48,975 "
3746,PROGRAM ASST 1,1," 	57,718 "
1393,PKG ENFC OFF,1," 	61,722 "
7448,POLICE PROPERTY CLK 2-16,1," 	49,418 "
2395,POLICE RPT TYPIST 2-20,1," 	49,026 "
5959,POLICE RPT TYPIST 2,1," 	44,932 "
2179,PKG ENFC OFF,1," 	61,170 "
7538,PKG ENFC OFF,1," 	52,192 "
2273,PKG ENFC OFF,1," 	61,722 "
3343,PKG ENFC OFF,1," 	61,722 "
10230,CROSSING GUARD SUPV,0.85," 	41,745 "
2980,CROSSING GUARD SUPV,0.85," 	51,685 "
2912,TRANS OPERATOR,1," 	54,461 "
3788,TRANS OPERATOR,1," 	59,907 "
2649,TRANS OPERATOR,1," 	60,451 "
3444,TRANS OPERATOR,1," 	57,728 "
7900,TRANS OPERATOR,1," 	46,292 "
9192,TRANS CLASS C MECH-ENTRY-41,1," 	40,523 "
7927,TRANS OPERATOR,1," 	46,292 "
1733,TRANS OPERATOR,1," 	56,094 "
2392,TRANS OPERATOR,1," 	57,728 "
3722,TRANS OPERATOR,1," 	60,996 "
2159,TRANS OPERATOR,1," 	59,907 "
2965,TRANS BLD MT-FOREMAN,1," 	81,660 "
3863,TRANS OPERATOR,1," 	60,996 "
7912,TRANS CUST SERVS REP,0.5," 	19,235 "
5172,TRANS OPERATOR,1," 	60,451 "
VACANT,VACANT,VACANT,VACANT
4100,TRANS OPERATOR,1," 	59,362 "
3351,TRANS OPER SUPER,1," 	79,245 "
1074,TRANS MAINT SUPERV,1," 	74,156 "
1944,TRANS OPERATOR,1," 	59,907 "
1097,TRANS PLANNER 2,1," 	74,883 "
1518,TRANS OPERATOR,1," 	57,728 "
1044,TRANS OPERATOR,1," 	54,461 "
2331,TRANS OPERATOR,1," 	60,451 "
1087,TRANS CLASS A MECH,1," 	59,938 "
2869,TRANS OPERATOR,1," 	56,094 "
1652,TRANS OPERATOR,1," 	57,728 "
1953,TRANS OPERATOR,1," 	60,451 "
3324,TRANS OPERATOR,1," 	60,996 "
1302,TRANS OPERATOR,1," 	60,451 "
1306,TRANS OPERATOR,1," 	56,094 "
1999,TRANS OPERATOR,1," 	60,996 "
VACANT,VACANT,VACANT,VACANT
2393,TRANS CLASS A MECH,1," 	59,938 "
VACANT,VACANT,VACANT,VACANT
1353,TRANS OPERATOR,1," 	60,451 "
3912,TRANS OPERATOR,1," 	56,094 "
3222,TRANS CLASS C MECH-ENTRY-41,1," 	55,853 "
2244,TRANS OPERATOR,1," 	56,094 "
3773,TRANS SERVICE WKR,0.5," 	26,616 "
3245,TRANS OPERATOR,1," 	59,362 "
3580,TRANS OPERATOR,1," 	56,094 "
4035,TRANS OPER MGR,1," 	94,563 "
1804,TRANS CLASS A MECH,1," 	59,938 "
1723,TRANS OPERATOR,1," 	59,907 "
1193,TRANS OPERATOR,1," 	60,996 "
1468,TRANS CLASS B MECH,1," 	56,003 "
2453,TRANS CUST SERVS REP,1," 	49,784 "
1807,TRANS OPERATOR,1," 	56,094 "
2972,TRANS OPERATOR,1," 	56,094 "
1231,TRANS OPERATOR,1," 	57,728 "
1164,TRANS CUST SERVS REP,1," 	49,784 "
6249,TRANS OPERATOR,1," 	49,014 "
1305,TRANS OPERATOR,1," 	60,996 "
1544,TRANS OPER GEN SUPV,1," 	86,321 "
3170,TRANS OPERATOR,1," 	60,451 "
VACANT,VACANT,VACANT,VACANT
1747,TRANS OPERATOR,1," 	60,996 "
7923,TRANS OPERATOR,1," 	46,292 "
